Year,Season,blueTeamTag,bResult,redTeamTag,gamelength,game_id
2016,Summer,CRW,1,HWA,38,22bb1f57-6dec-46e3-85e1-d720b69ebc91
2015,Spring,FNC,1,CW,38,8b25f885-6a7f-4df5-ac63-dccb29ab854f
2015,Spring,JAG,0,CJE,33,37de260b-d48c-4eda-b758-0b63d80b15f1
2016,Summer,ESC,0,SKT,42,9ae32815-43fb-4cee-8c6e-73f4de6fb945
2016,Spring,DFM,1,RPG,34,1321d63b-1ed3-478b-9e22-9e1c24e3cdad
2015,Summer,Longzhu,1,ANC,29,2bba73db-aca1-40da-9914-7532d54ecb63
2015,Spring,CJE,1,kt,37,2212459e-3834-4ceb-a5f7-836f10ae3a6c
2016,Summer,ROX,1,CJE,29,95a7fa46-4a6e-4f82-bbb1-f6e8b8111d37
2015,Summer,GMB,0,GIA,41,1e530a50-b079-49c1-b8b7-38208540123e
2016,Spring,C9,0,TSM,31,c5a6303f-302c-40b5-b42a-7f726a568126
2016,Summer,,1,,29,899d13d9-1fb4-4589-ba01-e75027c42daa
2016,Summer,TSM,1,P1,26,b363726e-85a7-41b4-bb30-2e898e4e9e83
2016,Summer,IMT,1,C9,30,cb0b3e6b-e59d-456c-837f-3d9d07be6591
2015,Summer,TT,1,HWA,41,89aa0c74-2266-4e97-9b51-db1c57659943
2015,Summer,GV,0,TSM,48,44a531e0-6e22-4e32-ae8d-204736b4f970
2016,Summer,AUR,0,HWA,36,519c25b1-e7c9-46d0-b5c3-26378d4f4841
2016,Summer,SUP,1,HWA,33,5483df59-8402-4c46-9221-5628fdcce51e
2016,Summer,NV,0,C9,27,0c3b0ac0-04b7-4cbf-8fb1-7e65274a2877
2016,Summer,kt,1,SSG,40,2b6d7499-ce29-4bbf-b8ea-3eb6e87bc887
2015,Summer,ROC,1,H2K,40,5f4b0fe9-e99d-465a-94f1-fad37bfb7ff6
2016,Spring,G2,1,EL,37,2935b600-7fd6-44b0-b543-62ce19fbc669
2015,Spring,SK,1,GIA,42,2c0cf5aa-2111-4f89-84fe-ced5071273f9
2016,Summer,JT,1,M17,43,21e4c245-b8a0-42d0-a6e5-57b978900a06
2016,Spring,CGE,0,HKE,30,98ae5c6e-4e79-4126-8307-1f2ce7235964
2016,Summer,MVP,0,SSG,30,c2265086-4358-4665-9924-d98a21fc7e87
2016,Spring,VEG,0,VS,42,194b431e-83a4-40f1-82a3-290e70cf3b47
2016,Spring,OG,0,G2,36,d1e67677-f4e0-4174-a199-8e78455540e7
2015,Spring,IM,0,NJE,40,6efa23c0-14b3-4322-bae0-750d54e9ebf6
2016,Summer,AFs,1,JAG,43,6bfe82f6-7c09-4ca3-93ac-f82a427457bc
2015,Summer,NR1,0,OHM,36,3433f1da-c462-47ee-ac79-3a7d7ba88cfd
2016,Spring,SKT,1,QG,36,9acfd114-35d5-4828-9f0c-510598d11eca
2016,Summer,NV,1,EMP,30,9066011b-d614-4ef3-941e-8ba1d2d725a9
2015,Spring,TRC,0,FAC,51,60a4dd7c-f9ee-407f-bcdd-fb0e13cccf38
2015,Summer,FNC,1,EDG,36,26c7426b-2367-4608-a056-1d999b49e154
2015,Spring,GET,1,SSG,36,a6a6a55d-cdad-410a-b158-6ffe54f729d9
2015,Summer,CJE,0,JAG,41,9b9d352e-cfc5-4024-967e-960cada1ef2a
2016,Spring,SPY,0,G2,39,006682af-c158-40eb-9073-134b68c8d696
2016,Summer,NV,1,APX,27,706f5a2d-1164-4330-a523-cebaf524f915
2015,Summer,LGS,1,M17,34,7155e8df-3c91-4c6a-9434-c62586c63be9
2015,Summer,NJF,1,ANC,39,5cc58d36-55b7-4e61-b56c-2a563238cbfa
2015,Summer,SSG,0,NJF,52,09f576b1-fe10-40c6-9c46-86ceb95ddb94
2016,Summer,UOL,0,H2K,42,1a2622ea-5e7d-4faa-aeea-37220e1a2f90
2016,Spring,REN,1,FOX,44,d003f854-d0d5-438d-b855-4803ffb7896c
2014,Summer,SHR,0,EDG,39,e104f4cf-a259-43da-912d-b0b43f98fda0
2016,Summer,SKT,0,ESC,39,3ee297c2-6a50-4486-a4ea-2b765bb3af25
2016,Spring,kt,1,CJ,37,55f12abd-398b-4ae1-8ad4-1a7b1cc1afc4
2016,Spring,LGC,1,INF,27,62ed892f-39a1-4f11-acf8-6f6e7b0bba23
2016,Spring,TSM,0,C9,47,fdbc34a2-a4fc-4de3-b9fe-8ba2a0ffc10d
2015,Summer,CW,0,H2K,27,1b76a382-0a65-4b27-9a88-f2576cc5500b
2016,Spring,BE,0,CRJ,38,ad6c8bf6-5573-49e8-8364-f1e4efc1a1c7
2015,Summer,CJE,0,JAG,48,24f301b9-ba91-4155-9a97-ca02b42a4c51
2015,Spring,EDG,1,AHQ,36,22bd6e53-c88c-47da-af22-a4ce10c23273
2015,Summer,HKE,1,TPA,60,9e6e5a0a-9614-485b-bf7d-afda73ef0607
2015,Summer,JAG,1,CJE,46,574d1717-02f4-49bb-8a01-2d98f876510a
2016,Summer,JAG,0,ROX,31,4a02eefb-b7c2-4b47-be8b-99df6bbf4602
2015,Spring,CLB,0,F5,45,f8c41bfd-76f4-4a36-be42-465601c40280
2015,Spring,CW,1,GMB,60,82cec91b-a193-4675-9949-f4aeb13c1452
2015,Summer,JAG,0,kt,46,0802cb51-2861-4528-98d7-9cb56cd68b66
2016,Summer,G2,0,OG,68,f1b1bb04-1b39-4a6b-aa57-d6a494ae5717
2015,Spring,DD,1,SPA,38,40dedd19-6b1c-4720-9320-9fbf494ba262
2016,Spring,TL,0,IMT,28,9ceb7291-7327-46d5-b4ba-075fa3e319a9
2016,Spring,DF,0,JST,32,703b002f-7a4c-40e2-88bc-0635bfe7efa8
2016,Summer,KDM,0,MVP,56,7f565c55-9436-4508-8b3f-823f5d8cfe62
2016,Summer,BGG,0,VFK,45,27567f0e-1c31-49d0-a7d9-2c7cbff8c584
2015,Spring,kt,1,CJE,52,6271be86-e6c5-421a-83f6-50058959037d
2016,Spring,CJ,1,KDM,36,9c8eb507-61a5-427e-b521-d2193363c3f7
2015,Summer,FNC,1,AHQ,50,b5a6df84-8a11-4ebe-bb6f-a53536927269
2016,Spring,CLG,1,FW,40,31c07f1c-3977-4cb5-9bee-fbbd55b204f7
2016,Summer,UOL,1,G2,41,1697cb18-dc93-4dd9-be22-4b8028d91906
2016,Spring,H2K,0,OG,37,4cf52695-9505-4ae6-894e-42bf29086ed2
2016,Spring,VFK,1,g3x,45,171603d8-cd1b-4a63-b1c5-58ee5b882910
2015,Summer,TPA,0,HKE,44,c446fc14-adda-4ba0-be68-c5d606e6819f
2016,Spring,CLG,1,TSM,42,017a0d09-86a3-4a71-8b27-daaa3d1f7f55
2016,Spring,SKT,1,kt,45,41f87a9e-d34d-4beb-99ae-51558f09b666
2015,Spring,FAC,1,TRC,30,35df27e1-b859-4a62-9c11-155643298cc4
2016,Summer,HWA,0,BJK,42,07996e24-a76a-430b-8d30-5891d29d72f7
2015,Spring,NGU,0,yoeFW,29,d4b6ef92-3122-46f4-abfb-43c9ec9ddf54
2016,Summer,JAG,1,ESC,35,a41e4245-ca06-4bf8-8d30-e61ec6467e0d
2016,Spring,OG,0,G2,41,a798da24-13fb-4a58-b046-6040411db1d0
2015,Summer,LGS,0,HKE,34,eb1c7fe4-e85f-4374-9385-dcd207a1b988
2015,Summer,TIP,1,GV,29,d766ffa6-d06d-4cf2-8bd1-20a3902f7f81
2016,Summer,HKE,1,XG,35,feac9952-8c79-45eb-8d8d-a0c09354b29f
2016,Spring,AUR,1,NR1,36,21017ffc-58fa-4308-97b9-2a2ea6fc1dc3
2015,Summer,ROC,0,EL,44,2753e330-fb6c-427b-a55b-b85bbab1cc9a
2016,Spring,C9,0,CLG,41,55c2792f-752c-4445-8f74-80daeb82cf39
2016,Spring,ITZ,1,OPK,39,6ab2cf06-8f52-4e66-95ad-0eeedba3c03c
2016,Summer,,0,,36,37561cdd-300b-4d37-8ca2-4c700a86a8ef
2015,Spring,FSN,0,CA,41,5ce9b9a0-887e-42cd-b72c-69bf62a3ac4e
2016,Spring,REN,0,CLG,31,4cf708a7-0840-4099-939f-360632a41f08
2016,Summer,NRG,1,P1,41,8e9c1231-98e8-4125-9a29-c78ad7279de3
2016,Spring,kt,0,JAG,35,f4bde437-3a04-4a5e-b852-0babc0e92bc6
2016,Summer,RED,0,CNB,38,80edabdc-8b80-4e0e-aab9-b44101772ba2
2015,Summer,ROC,1,OG,32,27f9ee30-3e13-459f-8570-f926a0f803f0
2015,Summer,H2K,1,UOL,31,8874d014-36df-4d0d-83c0-ab2d1fced544
2016,Summer,G2,1,S04,28,360152f8-a0c1-4c6f-9dcc-07b44c6f0fc4
2015,Summer,CLG,1,C9,48,f95519f0-2494-4b7a-9993-41f863845383
2016,Spring,AV,0,INF,39,e866e728-c32a-4c8c-92a9-98d8dd71f89e
2016,Summer,LGC,1,AV,39,e730278d-0d4c-48a9-b175-41ef23a7a5b4
2015,Spring,TSM,0,C9,34,dd13d8d3-85bc-408b-8d54-69e9a9160d15
2016,Spring,BE,0,DFM,26,28c52215-50ec-4bc0-9fef-b1dc6536623a
2014,Summer,DP,0,EDG,28,b512bf4b-d879-44b8-8574-da3d8b963297
2015,Spring,SKT,1,IM,34,abc4d292-b96a-47b3-aff4-ad5ad1ee10a6
2016,Summer,GIA,1,UOL,33,c93bb19b-0e93-4c0c-8dec-91454842c142
2016,Summer,kt,1,CJE,39,d26d7890-7a8c-4651-99d9-55d2ce8cf8e8
2015,Summer,kt,1,SSB,35,004d0e39-a2c2-4da7-84f4-bdfa1848b499
2016,Summer,H2K,1,ITZ,31,ef861906-8cd4-48a0-90e8-56d28a433b8c
2016,Summer,TL,1,APX,46,5b730dbc-1d6a-4315-974c-64b55fc800a1
2015,Summer,H2K,1,BKT,34,4e7d0c03-7420-4161-bbd8-33c6a75d635f
2015,Summer,CJE,0,KOO,48,be527e56-28fe-4619-b2b7-14abbb46ed23
2015,Spring,H2K,1,UOL,31,4a0006e6-96e1-45c2-9541-7f2cac784e1f
2016,Spring,HKE,0,FW,33,3b89489a-3e8d-406c-9a9e-193b5321af37
2016,Summer,TM,0,XG,36,8dfbced8-7e17-4f10-8d1c-cd8a46c25bbd
2014,Summer,SK,0,SHR,34,ffb5c4bd-c35f-47c3-8cf3-acbfde00e13c
2016,Summer,IMT,0,C9,44,0d5be20c-51ee-48b1-8a21-161a7cfd0a2d
2016,Spring,C9,1,FOX,34,50298e1b-cb63-4ad7-af37-15cb58ed6c4a
2016,Spring,SUP,1,AUR,27,887a3c25-3d35-4d7e-9f54-50d5f10bbd8d
2015,Spring,CLG,0,TL,55,f9529e31-7dec-447e-aab6-15b1402e2b2e
2016,Summer,C9,0,TSM,44,58bc57f4-9353-414b-86e5-2f098f6fa59f
2015,Summer,KT,1,TSM,40,dc97b2bc-7683-4bc9-b0fd-4ec4d35da834
2016,Summer,TT,0,AUR,44,3d9b0aea-2e0f-419a-9ff8-6f57b5dcb7a7
2016,Spring,SKT,0,LZ,38,ab791b21-8199-4336-a62e-3fa1c194297b
2016,Summer,DW,0,LGC,31,04a411cb-195d-4bb5-88e4-8061b21d77c9
2016,Spring,DIG,0,IMT,49,04306e6b-1eb4-49e4-b6fe-6392545accbd
2015,Summer,KOO,0,SKT,35,28094ad7-a040-4001-b643-865a629a83bb
2016,Summer,CRW,0,DP,29,6cb2c2a3-48e6-4370-bef3-1228f8bf0905
2016,Summer,ESC,0,SSG,44,ef48396c-0bde-40ee-a987-0327dc31ed64
2015,Spring,CW,0,H2K,48,db6f8656-52f6-43f3-ad35-4dee17324d5f
2016,Summer,BJK,0,SUP,31,5fb56890-4d7e-41be-b6db-4868c72e3a0e
2016,Summer,TM,1,AV,46,48655982-752b-404d-a847-378323764367
2015,Summer,Longzhu,0,JAG,49,715c3398-dc90-4dd1-9f74-961c82e17429
2015,Summer,A,0,OHM,38,e5a39e88-0889-4e8c-a993-983b65104acc
2016,Spring,XG,0,MSE,31,43210e20-8f6f-4f3f-91b1-18c061d29b8c
2015,Spring,SKT,1,GET,48,0c644785-92ba-4ea0-b09e-9544790f01f2
2015,Summer,A,0,DP,38,ecd1294c-7030-4a51-825f-762969cd10f2
2016,Summer,SSG,1,ESC,39,f4c05cad-bb5d-4e75-b20f-7eb9c3c9c63c
2015,Spring,JAG,1,NJE,39,c0508b7e-31f2-40aa-8b25-c934cf41e659
2015,Spring,SKT,1,JAG,43,46ffbfd3-e7be-4d81-9f70-ec0f4db53d86
2015,Spring,kt,1,CJE,34,72d6d63d-ad3c-446f-a863-78a7451ed6ce
2016,Summer,ahq,0,FW,42,acc5843b-3e3a-43f3-aa6d-990bb3288ceb
2016,Spring,CJ,1,SSG,57,0b62033e-81c4-42cd-9bd2-a9ccd9d8f9dd
2015,Summer,Xenics,0,Prime,56,e8d895bf-ad10-4d1c-88cf-d3f3c2fbe06b
2015,Summer,FNC,0,KOO,44,d33eac75-de0b-4f30-94bc-75f609683b6d
2016,Summer,TT,1,CRW,43,b599a2cf-b09d-43d1-a192-9d29c71d7882
2016,Summer,HWA,1,CRW,35,bbd75028-6619-4dfd-98a3-57a396c3617c
2015,Spring,FNC,1,SK,44,b35e4ccc-4cf3-4128-8daf-a07c4215f61e
2016,Spring,RED,1,PNG,43,54ebffb9-10b4-4bce-a51c-f0c6ad4c1d81
2016,Summer,TL,0,CLG,32,2e5fb0f7-9414-4263-8da3-3605ed91a238
2016,Spring,SIN,0,TRI,39,7f921f83-73df-4575-9628-114abbc11e55
2015,Spring,SKT,1,kt,40,9df1443a-ec02-4fce-9af5-76534d3226e2
2016,Spring,kt,1,SSG,26,a957082e-47d3-4bcb-89f9-0fac30d77fa9
2015,Summer,GV,0,DIG,57,d0d6d3ea-c7d3-4c9b-bba5-a6c6126d3a64
2016,Spring,CLG,0,SKT,35,cb77ff3a-76e7-455d-a295-4f21b32a35de
2016,Spring,SKT,1,kt,28,cf649ccd-71e9-4642-b7e0-5b5532115d20
2016,Spring,C9,1,DIG,29,a3ccfe21-4f9a-4d84-9f06-ad6e189ff893
2016,Summer,RED,1,VFK,45,81785e25-4b93-4374-b6f1-ee4b04b699e5
2016,Spring,HKE,1,MSE,25,a1204807-8ac0-4abf-ab16-bfddc92eb721
2016,Spring,INF,0,AV,32,8b0f54d8-b628-430b-9cd5-f9e77a9a0ae3
2016,Spring,M17,0,ahq,40,7027f2b3-0760-4697-8543-d1bff558a72f
2016,Summer,NRG,1,NV,26,01fb57ab-7484-4a31-94e4-aedc65feb090
2016,Summer,ITZ,1,OPK,35,745d065b-3584-4c16-95f1-fc04ba9b9fb3
2016,Summer,CLG,1,IMT,35,d9044206-f18b-4bef-8b12-309c380f440b
2016,Spring,CGE,0,MSE,31,187110be-a4ab-44f6-af9b-f55fe1fc594f
2016,Summer,VIT,0,H2K,41,d8249a8d-bbd8-447f-bc37-6353fd75cf18
2016,Summer,PNG,1,OPK,39,a2b1339a-38ed-4dd2-a703-512bc87da3e8
2016,Summer,FW,0,JT,40,a65bf350-dbc1-423a-aeda-5486e7566802
2016,Spring,SKT,1,JAG,31,4cd92bd2-4f63-412a-94dd-8bbf3e90131f
2015,Spring,CLG,1,DIG,38,e6b23c47-48b0-4ca6-b610-85e188023ad6
2016,Summer,SKT,1,ROX,43,d48bd49a-8dcb-4a84-9b6c-4555938cbbd7
2016,Summer,BJK,0,AUR,44,cf0c2de4-4f29-4563-8bde-da796264fe8b
2016,Summer,TM,0,JT,31,1000dfc9-7864-4e05-85d8-1036b5459253
2015,Summer,C9,1,DIG,25,e8941876-df65-40d5-b73c-3b77939abd67
2015,Summer,ROC,1,CW,39,f1327e17-1e23-4875-9885-1953e8cad8a5
2016,Summer,UOL,0,G2,42,18489203-a654-491d-bb3f-933eb0b7622b
2016,Summer,SKT,0,CJE,30,5ca7eede-4145-43a3-bbd6-e09951009c92
2016,Spring,USG,1,7h,30,f8e998b7-1aed-4e05-9458-4e405c7a6edd
2016,Summer,VIT,0,S04,28,c8b46cb4-dc3f-48ba-ac99-6be0a19b8fef
2016,Summer,HMA,0,ROC,35,49052f6f-8921-4fa0-acd4-5c1d3159b36c
2016,Summer,P1,0,TL,38,a8f2599e-2e0f-4ae8-85b7-0355045e38d1
2015,Spring,TSM,1,CJ,30,4c712bf1-7dbc-4a89-ae45-08be0859af5c
2016,Spring,ahq,1,CGE,25,c2b91a67-b69d-4a90-821e-1e147025872e
2016,Summer,ANX,1,EMP,30,804c2082-ae89-4498-ac32-59750ebb5c85
2015,Spring,DIG,0,TIP,24,a0ee7753-281a-4035-9f4a-1256d69e7439
2016,Spring,CHF,1,LGC,24,097e2dcc-1972-49ba-b423-c6f2d346e14f
2015,Spring,CST,0,CA,41,a067e08b-8041-41b2-86ff-20a936ddc721
2016,Summer,VEG,0,JTM,43,7b202595-9b85-44f8-a58e-c6249e3499d0
2016,Summer,AHQ,1,ITZ,36,0282c2ee-e3b0-4066-8e59-6d7d63a0ac92
2016,Spring,ROX,1,SSG,30,e3948e9c-78a2-45bc-bc2c-1011cbf2e5b0
2016,Summer,BJK,0,HWA,32,154eac59-86e9-436b-85af-fc224feb0a2a
2015,Summer,FSN,1,DIG,34,247929f1-c9c1-40de-8cdd-e654c4c31561
2016,Spring,SUP,0,RNG,37,c60ab790-83b1-41f0-b969-4c45968c30ea
2016,Spring,SSB,0,SSG,30,e1f8554e-ee02-47dc-9edb-ff5397e8016e
2016,Summer,H2K,1,ANX,35,2d6d9627-4549-42c7-a0cd-c65f5996c9f4
2016,Summer,XG,0,JT,35,7df4f291-0d9c-435c-8224-9e65887d305a
2015,Summer,GMB,0,EL,37,361930a0-1b76-467b-ba7b-e50407f079cb
2015,Summer,JAG,0,SSB,50,f287c9fa-2e50-4591-9988-348920e492ef
2016,Summer,FNC,1,H2K,34,39a61b8a-9939-4c53-b708-8c50410aa022
2016,Spring,NRG,1,REN,30,934c293c-4bc0-44e5-bd68-fa6ce46c6122
2016,Spring,CJ,0,kt,32,aa580cda-65ce-45c7-9c65-952f78b6cc1f
2016,Spring,g3x,0,KBM,32,1a5b1a4c-9acb-4aca-8203-4a72c0935629
2016,Summer,AUR,0,DP,34,27a93b20-9b38-4194-beb9-cb449b3fea98
2016,Spring,LGC,1,SIN,31,0c57e71a-b11b-4de3-9672-886a78e336f5
2016,Summer,SKT,1,JAG,33,e4597516-56a5-4620-896f-ad652808a5e5
2016,Summer,FW,1,JT,54,ee16306e-926c-415d-9718-d4da40d88d8c
2015,Summer,LGS,1,MSE,45,1712b193-f5e5-4fae-88bb-e8750d34f344
2016,Spring,ROX,0,HR,33,f6b68390-8a1a-436b-8d64-6769861533a1
2015,Summer,EL,0,UOL,29,97b180d1-0674-4aa9-b2b2-1a1d54385e19
2015,Summer,CREW,1,TT,35,4fa47217-781b-4e55-89dd-dfd0a503aaf0
2015,Summer,kt,0,LZ,37,0a5a66fe-07df-4982-aff1-9636a8eed75c
2016,Summer,APX,1,NRG,38,cfba6555-5f58-449b-9b38-84971e48cdd5
2016,Summer,M17,0,MSE,32,824fca81-6ad8-4961-b86a-c0f2fdbf154c
2016,Spring,ROX,1,SSB,30,e147a524-80eb-4ab2-869b-3fbe0e333588
2016,Spring,FNC,1,ROC,37,fa313ffe-e0f8-4113-b897-59ba69b8b383
2015,Summer,DIG,1,TDK,50,36d1baf1-c7e4-4f88-af3b-ae08f426e312
2016,Summer,ROX,0,SKT,43,e7809f41-c7dd-4163-af60-c0e0338d8269
2015,Summer,CLG,1,TL,38,e56b9494-0018-4bc8-a7dd-71ab132fc6a8
2016,Summer,ROX,1,LZ,31,13de2eae-93fe-4e29-b46e-a09fb742ff26
2015,Summer,KOO,0,SSG,43,53078de5-5aa0-4ee3-940d-8381373157b2
2016,Spring,H2K,0,FNC,32,d7326fb5-e4c8-4920-a332-644ae625f712
2016,Summer,FOX,0,CLG,37,96a85d41-2e8b-432f-b9b9-651fad7d8b9d
2016,Spring,DIG,0,C9,31,61448e34-2025-4f38-ae03-e7421c8dd803
2015,Spring,HWA,1,DP,48,596f5d2e-ac4a-43c1-a43c-589059fb009b
2016,Spring,FW,1,HKE,43,790fe9d2-99bf-47d9-9ee6-d8d8e87bffc9
2016,Spring,M17,1,HKE,44,a5609b17-ba55-4fb6-b2d7-fe5c462e1516
2016,Summer,AE,0,LGC,46,d5a26e6c-1179-4191-ae1f-d079c067878a
2016,Summer,UOL,0,H2K,30,0baa30a6-a4dd-4705-888e-12d599530229
2016,Spring,IMT,1,TL,33,f018c247-922e-46c9-ba7f-34522f9ddaa1
2015,Summer,H2K,0,OG,44,a886a588-18b1-4f0b-8fad-1bc4ab928abf
2015,Spring,SK,1,UOL,39,7c974027-3dc1-4c26-8225-e200f07acda1
2015,Summer,JAG,1,SSG,38,4be7f602-a2e8-4c56-ac25-cefe585c68ba
2015,Summer,JAG,1,LZ,46,54d5146f-86e6-4bc5-827a-0d098e8f0b9e
2016,Summer,GMB,1,ROX,49,4a2c6d07-61fe-4064-b881-4e0511108a78
2016,Spring,TRI,0,HLN,38,5c449a5d-0972-49f6-9546-3e7b0ab4f379
2015,Spring,BPI,0,HWA,25,9f95b0ea-aed3-46cd-853b-6cee1e9f521d
2016,Summer,XG,0,TM,30,84726e9d-a86f-4fbc-9a72-c2d249725607
2016,Spring,C9,1,REN,20,58995371-5b49-48a2-953a-9aee7d654992
2016,Spring,RED,0,KBM,25,f70ee047-5612-4ead-958b-7304ba50a0ca
2016,Spring,KDM,0,SSB,37,8e876019-b327-437a-9c6f-f52d9a32fd60
2016,Summer,ESC,0,JAG,33,ba8aba28-761a-4b00-9eb0-a4d747ae1078
2016,Summer,VIT,1,OG,33,cf6f1ac8-ef15-48d5-9681-873eaa98eb72
2016,Summer,VFK,1,BGG,38,2bc621f7-8d7d-45ae-9bf1-c3bee9a6bca0
2015,Spring,GMB,0,UOL,27,ce497c53-80b6-451b-bcb1-f7fded45d734
2015,Spring,SSG,1,NJE,48,c0e7d7d3-2645-4b4a-9630-c2752bbb6ed9
2015,Spring,GV,0,CLG,36,4c5e6b6d-0010-4b13-aaed-1a82ac1f7f98
2016,Summer,H2K,0,GIA,43,08c4f1e7-7944-44ce-bd0e-159bb755e48f
2016,Summer,SSG,1,kt,29,7bdfdc9f-8a17-4bfe-9df0-579f9b306142
2016,Summer,C9,1,FOX,34,3c89d88d-0d1a-444c-bce0-504f3200cd34
2016,Summer,ESC,1,MVP,34,b52625aa-b771-4377-afbf-d72c8ef8e856
2016,Summer,DW,0,CHF,38,ee47b388-0d5b-47b8-90be-a27b3fe4cbc1
2015,Spring,G2,0,FAC,36,ebfa32db-6d94-4253-9f74-4dd72431bfab
2015,Summer,H2k,1,C9,27,3df12d58-6f20-46b4-b885-fb2d6dfdc1e8
2016,Summer,DW,0,CHF,27,6fafcd85-fce9-4dd6-9b0e-5277da50468a
2015,Summer,ANC,0,LZ,37,f10f7bcc-ee5f-41d4-854e-84efc8199ef7
2016,Spring,HR,1,VEG,36,c5d9bc8f-9e6d-404d-ac98-8094d8637373
2015,Summer,LGS,0,MSE,40,de26a212-823f-4a5a-b647-f981931853a2
2016,Spring,KBM,1,VFK,47,f2e98252-e3e0-4ad6-ba6a-d788b785eb0c
2016,Spring,SKT,1,AFs,37,9029ce81-20b1-4c99-84fe-84e538d325e9
2016,Summer,TT,0,CLK,31,cbe351ff-e371-463e-a103-a2ff2c1e6ac2
2016,Summer,DP,1,CRW,29,865b5d78-0527-48fc-9ea5-5eb8e72003ad
2016,Summer,ITZ,1,PNG,33,c881bc35-0b91-4c02-9f7a-d83c0380438c
2015,Summer,DIG,1,TIP,40,c2029454-ab55-4c73-946b-6a5f92b3fb25
2016,Spring,SSB,0,ROX,25,14b0a962-e1a0-4f51-9ebf-52e5135bfa54
2015,Summer,CJE,1,SKT,44,98971cbe-4990-44c0-beee-ece3b9516f79
2016,Summer,NV,1,NRG,43,a613d75b-758f-405d-b306-042e731f15c4
2016,Summer,FH,1,CGE,28,39d651b3-7001-4965-aa4a-2277d135fcbe
2016,Summer,DP,0,AUR,54,812409bc-b78d-43a9-82a6-98cb911f2f5b
2016,Summer,SSG,1,KDM,27,a5d8d92b-1a0d-4b2a-a552-47ab70da9d9b
2016,Summer,GIA,0,CW,32,0bcbcfd6-5de2-4985-869d-97bedecc6fac
2015,Spring,PRO,1,FIS,37,fee2431e-c35a-4152-8f5d-7985da50fd0f
2015,Summer,MSE,0,ahq,30,accbdb39-1a7a-4079-8a02-5bd28bf162fe
2014,Summer,SHR,0,SSW,25,18de7148-3975-44f3-bebb-99b72dad89f0
2016,Spring,7h,0,RPG,28,342d4c2f-2164-4632-96cb-98ec62498d3a
2016,Spring,TL,0,CLG,32,bbf90cd0-3b7d-4f43-8f7a-df0c11019e6b
2016,Spring,LZ,1,JAG,45,993c5944-c82b-462b-aca2-b261abbd4b32
2016,Spring,CJ,0,LZ,71,9072091c-e8de-45be-99af-6ae409d6d821
2015,Summer,KOO,0,SKT,35,21d4030e-1e26-4ecd-9645-0b9a25317ffd
2016,Spring,MSE,0,HKE,34,4bcba5df-a19e-4ede-8f5b-8ce661a03a61
2016,Spring,NV,1,EMP,40,1ad2a11b-f6b2-4540-8316-73552b19e8ef
2015,Spring,C9,1,WFX,30,117ed826-9cff-42c1-9f94-25b83f924077
2016,Summer,CLK,1,CRW,34,3217d62b-3507-4ff4-86ba-0e9b12fb5e90
2016,Summer,AV,0,CHF,50,5b1e80fd-855f-4703-91bc-a06c40d03b8e
2015,Spring,RG,1,FAC,38,75d8796f-1d0f-48aa-b4e8-f39036220016
2015,Summer,TIP,1,DIG,34,dfb8edad-0f2b-4c3d-b16d-145559b90f3e
2016,Summer,H2K,1,ANX,35,310fd098-244c-4327-ac2b-dbae858fc583
2015,Summer,NME,0,TL,33,157f6ad3-dd33-461c-98b5-3aa237ad3d20
2015,Summer,TT,0,NR1,42,06da3d9b-df2e-4cdd-b5eb-2c73f9547971
2015,Spring,TL,0,TIP,29,4d27c745-63c1-4200-af21-8756bff52c52
2015,Spring,IM,1,CJE,38,a8dfc331-65d9-4d98-8f03-c23cbfb4509b
2015,Summer,KOO,0,JAG,53,4046dc90-aed8-4a26-bb95-bd93473623ea
2016,Spring,ROX,1,SKT,28,ee81368b-ff08-4fb8-9df0-03f8f2c93b30
2016,Spring,SSG,0,SKT,30,d8854b11-ce40-440c-912c-a3c01a89bd96
2015,Spring,MYM,1,CW,44,a29f183f-b894-4c21-93ac-38809fc23686
2015,Summer,KT,0,OG,40,e0802211-9b42-46fb-b218-ac94f3262aaa
2016,Summer,TL,0,C9,31,a67f096d-79ef-4b17-869b-b44b14f8040e
2016,Spring,ITZ,1,OPK,35,3128a791-e562-4e08-b519-8e7c4d5968e7
2015,Summer,SKT,1,kt,35,18f969e4-2786-4262-9d46-de2ee97286c9
2016,Spring,AFs,1,SSB,41,d6cd1235-662a-49af-8a25-ff8ea9a00d3a
2015,Spring,FNC,1,ROC,53,7ee88226-9130-45bb-b42f-f597e83edb55
2016,Summer,AE,0,LGC,42,3a9eaf0b-cef4-4d79-b890-2176af3e27a6
2016,Summer,UOL,0,H2K,34,49e5d6ab-bcc2-49e2-b77b-2401aaa65cca
2016,Summer,CNB,1,ITZ,36,42cfbef7-b672-4340-8fdd-6ef4c2f45548
2015,Summer,TL,0,C9,32,45dbcbb2-d971-41b2-9d9f-507df5ee336d
2015,Spring,GET,1,C9,29,313774b7-294f-4c92-b132-1936f0855acb
2016,Summer,ITZ,1,CNB,45,662f297e-a32c-475c-919a-6d88bd3e118c
2015,Summer,MSE,0,FW,32,e9c76551-ee9d-4465-92f0-fd901c0013e3
2016,Summer,,1,,39,0d8d6387-0762-4d8b-a4bb-1b5a0655b766
2015,Spring,GET,1,WE,38,bed91833-e652-41e1-bca2-cc21be5f6253
