ContrabandIndicator,Department Name,InterventionLocationName,InterventionReasonCode,ReportingOfficerIdentificationID,ResidentIndicator,SearchAuthorizationCode,StatuteReason,SubjectAge,SubjectEthnicityCode,SubjectRaceCode,SubjectSexCode,TownResidentIndicator
True,waterbury,waterbury,V,1076,True,I,Traffic Control Signal,25,H,W,M,True
False,cromwell,cromwell,V,10111,True,C,Speed Related,31,N,B,M,True
False,csp troop l,woodbury,V,1000002298,False,O,Other,19,N,W,M,True
False,east haven,east haven          ,V,100222,True,C,Other/Error,29,N,W,M,False
False,state police,greenwich           ,E,781042031,True,C,Window Tint,41,H,W,M,False
False,csp troop a,newtown,V,1000002724,True,O,Other,23,N,W,F,True
True,west hartford,west hartford       ,V,1000002072,True,C,Moving Violation,28,N,W,M,True
False,ledyard,ledyard,V,PSC27529,True,C,Other,23,N,W,M,False
True,new britain,new britain,V,KRJ0491,True,O,Display of Plates,22,H,W,M,False
True,waterbury,waterbury,E,1083,True,I,Display of Plates,61,N,B,M,True
False,waterbury,waterbury,V,1420,True,I,Display of Plates,37,H,W,M,True
False,enfield,enfield,I,60,True,C,Other,18,N,W,M,True
True,new haven,new haven,V,6511,True,C,Other,21,H,W,M,True
False,north haven,north haven         ,V,100000141,False,N,Other,25,H,W,M,True
False,uconn,mansfield,V,517,True,I,Moving Violation,46,N,B,M,True
True,csp troop h,hartford,V,1000001890,False,C,Administrative Offense,22,H,W,M,False
True,willimantic,willimantic,I,367,True,C,Administrative Offense,22,H,W,M,True
True,vernon,vernon,V,611,False,C,Traffic Control Signal,28,N,B,M,True
False,new haven,new haven,E,6519,True,C,Other,11,H,B,M,True
True,fairfield,fairfield           ,V,100000707,False,O,Equipment Violation,22,N,W,M,False
False,simsbury,simsbury            ,V,1053,False,O,Defective Lights,23,N,W,M,False
True,norwalk,norwalk             ,V,100000187,True,C,Other/Error,63,N,W,M,True
False,vernon,vernon,E,625,False,C,Display of Plates,12,N,B,M,False
True,windsor locks,windsor locks,V,212,True,I,Moving Violation,16,N,W,M,True
False,state police,montville           ,V,1000002586,False,C,Speed Related,24,N,B,M,False
True,norwich,norwich,V,1050,False,C,Defective Lights,35,N,B,M,False
False,wallingford,wallingford,E,P224,False,O,Defective Lights,22,N,B,M,False
False,wallingford,wallingford,V,217,True,C,Moving Violation,18,H,W,M,False
False,state police,torrington          ,V,1000002945,True,C,Suspended License,27,H,B,M,True
False,farmington,farmington,V,305,False,N,Moving Violation,26,N,B,M,True
True,stamford,stamford,E,23342/23344,False,I,Display of Plates,23,H,W,F,True
True,derby, derby,V,66,False,I,Display of Plates,30,N,W,M,False
True,new london,new london,V,PSC56052,False,O,Moving Violation,29,N,W,M,False
True,hartford,hartford,I,823,False,C,Moving Violation,63,N,W,M,False
True,new britain,new britain,E,JJM0489,False,O,Defective Lights,23,H,W,M,True
True,cheshire,cheshire,V,37,False,O,Moving Violation,27,N,W,F,True
False,bloomfield,bloomfield          ,V,2106,True,O,Other,47,N,B,M,False
True,north haven,north haven,I,100000230,True,O,Registration,35,N,W,F,False
True,trumbull,trumbull,V,3005,True,C,Traffic Control Signal,12,N,W,M,True
False,norwalk,norwalk,E,100000230,False,C,Defective Lights,49,N,W,M,True
False,meriden,meriden,V,252,True,O,Other,48,N,W,M,False
False,wethersfield,wethersfield,V,543,True,C,Registration,20,N,W,F,True
False,csp troop e,montville,V,903836693,False,C,STC Violation,47,N,W,M,True
False,farmington,farmington,I,359,False,I,Other,39,H,W,M,False
True,manchester,manchester,E,DJR5294,False,O,Defective Lights,35,N,W,M,True
False,new haven,new haven,I,354,False,C,Other/Error,34,H,W,F,False
False,ridgefield,ridgefield,V,1000096,True,N,Speed Related,42,N,B,M,False
True,norwich,norwich,I,1041,True,I,Other,41,N,W,M,False
True,farmington,farmington,V,405,True,C,Stop Sign,26,N,B,M,True
False,state police,vernon              ,V,1000002746,True,O,Other,49,N,B,M,False
False,newington,newington,E,GML2597,True,O,Window Tint,26,N,W,M,True
True,state police,clinton             ,V,26013717,False,O,Speed Related,28,N,B,M,False
True,wallingford,wallingford,E,P218,False,C,Registration,29,H,W,M,False
True,new milford,new milford,V,454,False,O,Speed Related,13,N,W,F,True
False,norwich,norwich,V,1050,True,O,Defective Lights,28,H,W,M,False
False,middletown,middletown,V,3064,True,O,Defective Lights,31,N,W,F,True
False,newington,newington,E,MAK2580,True,I,Display of Plates,18,H,W,M,False
True,csp troop k,marlborough,I,1000002732,True,O,Other,30,N,W,M,False
True,norwich,norwich,V,1058,False,O,Traffic Control Signal,18,N,B,M,True
False,waterbury,waterbury,V,1058,False,I,Speed Related,37,N,B,M,False
False,east hartford,east hartford,V,CAC0338,True,C,Display of Plates,21,N,B,M,True
False,derby,derby,V,077,True,O,Administrative Offense,25,N,B,M,False
False,norwich,norwich,E,1054,True,O,Defective Lights,21,N,B,M,False
True,bridgeport,bridgeport,V,KEL0104,True,C,Speed Related,40,H,W,M,True
False,norwich,norwich,E,1053,True,I,Other,31,H,W,F,True
True,torrington,torrington,V,68,False,O,Other,59,N,W,M,False
False,new britain,new britain,V,707,True,O,Cell Phone,35,N,B,M,False
False,vernon,vernon,V,623,False,C,Traffic Control Signal,55,N,B,M,True
False,west haven,west haven,V,1000332,True,I,Display of Plates,51,N,W,M,True
False,wallingford,wallingford,V,P049    ,True,O,Registration,43,H,W,M,True
False,waterford,waterford,E,73,True,O,Defective Lights,44,N,B,M,False
False,west hartford,west hartford       ,V,1000002101,False,C,Moving Violation,31,N,W,M,False
False,darien,darien,V,PSC21343,True,C,Speed Related,12,N,B,M,True
False,ridgefield,ridgefield,V,1000093,True,N,Speed Related,40,H,W,F,False
False,meriden,meriden,V,445,False,O,Moving Violation,13,H,W,M,False
False,brookfield,brookfield,E,15278,True,O,Defective Lights,21,N,W,F,False
False,csp troop f,haddam,V,1000001949,True,C,Speed Related,28,N,W,M,True
False,newington,newington,E,GML2597,True,O,Window Tint,29,N,B,M,False
False,new britain,new britain,V,AJD0464,True,C,Display of Plates,23,H,W,M,True
False,state police,montville           ,V,1000003029,False,O,Moving Violation,20,N,B,M,True
False,torrington,torrington,E,26,True,I,Defective Lights,37,N,B,M,False
False,norwich,norwich,I,1040,True,O,Other,17,N,B,M,True
False,uconn,storrs,I,362,True,C,Other,24,N,B,F,False
True,enfield,enfield,V,RBARTOLUCCI,True,C,Equipment Violation,13,N,W,M,True
False,wallingford,wallingford,V,219,False,O,Stop Sign,36,N,W,F,True
False,state police,brooklyn            ,V,1000002753,False,I,Other,32,N,W,M,True
True,norwalk,norwalk             ,E,100000288,True,I,Registration,23,N,B,F,True
False,danbury,danbury,V,1878,True,I,Registration,30,N,W,M,True
False,waterbury,waterbury,V,1428,True,O,Other,39,N,W,F,False
True,state police,darien              ,V,1000002944,True,C,Other,21,H,W,M,False
True,glastonbury,glastonbury,V,JSB0411,False,C,Traffic Control Signal,25,N,W,F,False
False,milford,milford,V,464,True,C,Display of Plates,37,N,B,M,True
False,state police,stafford            ,V,1000001902,True,C,Moving Violation,23,N,W,M,False
False,bristol,bristol,V,10168,False,N,Speed Related,36,N,B,F,False
True,state police,southbury           ,I,95565661,True,C,Other,23,N,W,F,False
True,csp troop d,plainfield,V,1000003495,False,C,Registration,26,N,B,M,False
False,csp troop g,westport,V,1000002733,False,O,Cell Phone,28,H,W,M,True
True,meriden,meriden,E,275,True,C,Defective Lights,31,H,W,F,True
False,enfield,enfield,V,10,True,O,Administrative Offense,19,N,W,M,False
False,enfield,enfield,V,14,False,C,Defective Lights,22,N,W,M,True
True,west hartford,west hartford,V,1000002256,False,O,Administrative Offense,23,N,W,M,False
False,new haven,new haven,V,6507,True,C,Administrative Offense,34,N,B,M,True
False,norwich,norwich,I,1048,True,C,Other,19,N,W,F,False
False,bristol,bristol,V,120000050,False,N,Speed Related,52,N,A,M,False
True,waterbury,waterbury,V,2223,True,I,Other,27,N,B,M,False
True,norwich,norwich,V,1063,True,O,Registration,22,N,B,M,True
True,east hartford,east hartford,V,224,False,N,Registration,46,H,W,M,True
False,wallingford,wallingford,V,P227,True,N,Administrative Offense,34,N,W,M,True
False,windsor,windsor,E,215,False,I,Defective Lights,29,N,B,M,True
True,csp troop e,lisbon,E,1000003527,False,O,Window Tint,39,N,B,M,False
True,bridgeport,bridgeport,V,1092,False,C,Moving Violation,24,H,W,M,False
True,fairfield,fairfield,E,100000822,True,O,Defective Lights,24,H,W,M,False
False,fairfield,fairfield,V,100000178,True,O,Other,27,N,B,M,False
False,berlin,berlin,I,JTM2849,True,I,Other,44,H,W,M,False
True,newington,newington,V,SJA2613,True,I,Suspended License,16,N,A,M,True
True,milford,milford,V,2325,True,C,Registration,29,N,B,M,False
True,new britain,new britain,V,RO00406,True,O,Display of Plates,11,H,W,F,True
False,csp troop g,bridgeport,V,1000003203,True,C,Registration,34,H,W,M,False
False,bloomfield,bloomfield          ,E,2088,False,C,Defective Lights,25,N,B,M,True
False,state police,ashford,V,265069536,True,O,Speed Related,19,N,W,M,True
True,new haven,new haven,V,20,False,N,Defective Lights,23,N,W,M,True
False,new london,new london,V,PSC56082,False,O,Cell Phone,26,H,W,M,False
True,danbury,danbury,V,1000503,True,C,Defective Lights,41,N,W,M,False
False,norwich,norwich,E,1053,False,C,Defective Lights,26,N,W,F,True
False,stratford,stratford,V,30231,True,I,Administrative Offense,39,N,B,M,True
True,wethersfield,wethersfield,V,250028,False,C,Other,22,H,W,M,True
False,new haven,new haven,E,629,True,N,Defective Lights,20,N,B,M,False
True,east hartford,east hartford,V,DWC0319,False,O,Administrative Offense,21,N,W,M,False
False,west haven,west haven,V,1000333,True,I,Display of Plates,32,H,W,F,True
False,bridgeport,bridgeport,E,MUL0164,True,C,Defective Lights,33,H,W,M,True
True,trumbull,trumbull,E,5069,False,O,Defective Lights,24,N,B,F,True
True,berlin,berlin,V,JJS2844,True,I,Registration,34,H,W,M,False
False,new britain,new britain,V,785,True,O,Traffic Control Signal,35,N,B,M,True
False,seymour,seymour,I,345,True,I,Registration,59,N,W,F,True
True,bristol,bristol,V,120000088,True,O,Moving Violation,37,N,W,M,True
False,new britain,new britain,V,804,False,O,Window Tint,17,H,W,M,True
