adult,Viscera weight,Coarse-grained Hormones,Diameter,Length,Phosphorylation,Ectopic relationships,Height,Whole weight,Shell weight,Sex,Shucked weight
1.0,0.5195,0.932,0.57,0.75,0.744,0.397,0.21,2.2359999999999998,0.545,F,1.109
1.0,0.513,0.657,0.625,0.755,0.882,0.065,0.21,2.505,0.6785,F,1.1965
1.0,0.4015,0.523,0.58,0.755,0.817,0.465,0.205,2.0065,0.595,M,0.8295
1.0,0.4985,0.678,0.63,0.78,0.522,0.268,0.215,2.657,0.586,F,1.4880000000000002
0.0,0.1045,0.181,0.375,0.185,0.617,0.749,0.12,0.4645,0.15,I,0.196
0.0,0.013999999999999999,0.633,0.205,0.245,0.827,0.361,0.06,0.0765,0.0215,I,0.034
0.0,0.013999999999999999,0.092,0.185,0.25,0.982,0.519,0.065,0.0685,0.0225,I,0.0295
0.0,0.015,0.99,0.19,0.25,0.143,0.355,0.065,0.0835,0.025,I,0.039
0.0,0.0295,0.449,0.195,0.275,0.638,0.984,0.09,0.1125,0.0355,I,0.0545
0.0,0.0205,0.227,0.215,0.305,0.428,0.092,0.065,0.1075,0.038,I,0.044000000000000004
0.0,0.015,0.039,0.225,0.31,0.223,0.649,0.07,0.1055,0.04,I,0.435
0.0,0.031,0.756,0.23,0.315,0.209,0.7,0.08,0.1375,0.0445,I,0.0545
0.0,0.0235,0.431,0.23,0.315,0.688,0.654,0.07,0.1145,0.0385,I,0.046
0.0,0.032,0.917,0.225,0.325,0.766,0.095,0.075,0.139,0.09,I,0.0565
0.0,0.0395,0.746,0.25,0.33,0.748,0.704,0.095,0.2085,0.052000000000000005,I,0.102
0.0,0.032,0.049,0.205,0.33,0.318,0.295,0.095,0.1595,0.0435,I,0.077
0.0,0.0405,0.079,0.245,0.335,0.145,0.878,0.09,0.2015,0.048,I,0.096
0.0,0.033,0.721,0.25,0.34,0.288,0.212,0.09,0.179,0.055,I,0.0775
0.0,0.037000000000000005,0.317,0.255,0.345,0.617,0.303,0.095,0.1945,0.055,I,0.0925
0.0,0.037000000000000005,0.276,0.255,0.345,0.501,0.819,0.085,0.2005,0.05,I,0.105
0.0,0.036000000000000004,0.446,0.27,0.35,0.677,0.995,0.075,0.215,0.065,I,0.1
1.0,0.0305,0.149,0.255,0.35,0.09,0.473,0.09,0.1785,0.0525,I,0.0855
0.0,0.035,0.27,0.27,0.36,0.528,0.13,0.085,0.196,0.064,I,0.0875
0.0,0.042,0.417,0.27,0.365,0.963,0.969,0.085,0.1875,0.057999999999999996,I,0.081
0.0,0.0375,0.347,0.27,0.365,0.103,0.829,0.085,0.196,0.06,I,0.0825
0.0,0.049,0.083,0.265,0.365,0.313,0.793,0.085,0.213,0.06,I,0.0945
0.0,0.0655,0.062,0.29,0.37,0.009,0.181,0.09,0.2445,0.075,I,0.08900000000000001
0.0,0.035,0.775,0.28,0.37,0.358,0.731,0.085,0.217,0.062,I,0.1095
0.0,0.040999999999999995,0.746,0.29,0.375,0.258,0.883,0.095,0.213,0.061,I,0.096
0.0,0.045,0.545,0.29,0.375,0.178,0.607,0.085,0.2385,0.0695,I,0.11800000000000001
0.0,0.0405,0.617,0.275,0.375,0.14,0.076,0.09,0.218,0.0755,I,0.09300000000000001
0.0,0.0415,0.519,0.275,0.375,0.33,0.764,0.095,0.2465,0.0775,I,0.11
1.0,0.048,0.535,0.28,0.375,0.477,0.565,0.08,0.2025,0.065,I,0.0825
0.0,0.039,0.555,0.27,0.375,0.787,0.756,0.085,0.218,0.07,I,0.0945
0.0,0.0535,0.148,0.275,0.38,0.981,0.115,0.11,0.256,0.0755,I,0.11
1.0,0.042,0.102,0.27,0.38,0.521,0.443,0.08,0.2105,0.07,I,0.0865
1.0,0.0595,0.124,0.29,0.385,0.657,0.819,0.09,0.2615,0.0745,I,0.111
1.0,0.038,0.242,0.28,0.385,0.957,0.501,0.085,0.2175,0.067,I,0.09699999999999999
0.0,0.0615,0.485,0.3,0.385,0.826,0.344,0.095,0.302,0.0735,I,0.152
0.0,0.042,0.546,0.28,0.385,0.363,0.334,0.09,0.228,0.0655,I,0.1025
0.0,0.0575,0.419,0.3,0.39,0.096,0.732,0.095,0.3265,0.08900000000000001,I,0.1665
1.0,0.0595,0.817,0.305,0.395,0.426,0.501,0.105,0.284,0.0945,I,0.1135
1.0,0.0625,0.462,0.295,0.395,0.021,0.805,0.095,0.2725,0.085,I,0.115
0.0,0.061,0.736,0.27,0.395,0.993,0.85,0.1,0.2985,0.08199999999999999,I,0.1445
0.0,0.0605,0.896,0.29,0.4,0.239,0.343,0.1,0.2675,0.0765,I,0.1205
0.0,0.0505,0.207,0.285,0.405,0.357,0.516,0.09,0.2645,0.075,I,0.1265
0.0,0.0705,0.589,0.335,0.41,0.16,0.802,0.11,0.33,0.17,I,0.157
0.0,0.0615,0.27,0.305,0.42,0.936,0.799,0.09,0.32799999999999996,0.08199999999999999,I,0.168
0.0,0.045,0.987,0.325,0.425,0.942,0.076,0.11,0.3335,0.1,I,0.17300000000000001
0.0,0.06,0.781,0.32,0.425,0.946,0.399,0.1,0.3055,0.106,I,0.126
0.0,0.065,0.353,0.31,0.425,0.194,0.815,0.09,0.301,0.08,I,0.1385
1.0,0.086,0.189,0.34,0.43,0.603,0.4,0.0,0.428,0.115,I,0.2065
1.0,0.08,0.163,0.315,0.43,0.414,0.771,0.095,0.37799999999999995,0.1045,I,0.175
0.0,0.0715,0.88,0.315,0.435,0.763,0.788,0.11,0.3685,0.12,I,0.1615
1.0,0.083,0.328,0.34,0.44,0.691,0.324,0.12,0.43799999999999994,0.12,I,0.2115
1.0,0.08900000000000001,0.686,0.33,0.45,0.394,0.469,0.105,0.44799999999999995,0.12,I,0.20800000000000002
1.0,0.0755,0.705,0.345,0.455,0.449,0.663,0.105,0.4005,0.126,I,0.16399999999999998
1.0,0.10800000000000001,0.296,0.365,0.455,0.332,0.07,0.115,0.4305,0.1245,F,0.184
1.0,0.0775,0.529,0.33,0.455,0.191,0.834,0.1,0.37200000000000005,0.11,I,0.358
0.0,0.099,0.24,0.36,0.46,0.397,0.047,0.105,0.466,0.11,I,0.2225
1.0,0.077,0.363,0.35,0.46,0.711,0.221,0.105,0.3705,0.114,I,0.1575
1.0,0.1045,0.411,0.365,0.46,0.018,0.936,0.125,0.4785,0.141,F,0.20600000000000002
1.0,0.073,0.22,0.34,0.465,0.898,0.61,0.11,0.34600000000000003,0.113,I,0.1425
1.0,0.0855,0.29,0.365,0.47,0.785,0.099,0.1,0.41100000000000003,0.135,I,0.175
1.0,0.105,0.16,0.355,0.47,0.206,0.948,0.18,0.48,0.1505,I,0.2055
1.0,0.0885,0.387,0.355,0.47,0.901,0.261,0.12,0.39299999999999996,0.115,I,0.16699999999999998
1.0,0.091,0.262,0.355,0.475,0.27,0.312,0.1,0.5035,0.14,I,0.2535
1.0,0.0885,0.064,0.38,0.475,0.619,0.383,0.12,0.441,0.1505,I,0.1785
1.0,0.11,0.37,0.36,0.475,0.141,0.15,0.11,0.49200000000000005,0.15,I,0.21100000000000002
1.0,0.10099999999999999,0.628,0.37,0.48,0.723,0.269,0.125,0.5435,0.165,I,0.244
1.0,0.11199999999999999,0.171,0.355,0.48,0.79,0.796,0.115,0.4725,0.132,I,0.2065
1.0,0.0835,0.757,0.365,0.48,0.327,0.673,0.1,0.461,0.135,I,0.2205
1.0,0.1045,0.129,0.355,0.495,0.13,0.178,0.12,0.4965,0.1495,I,0.214
0.0,0.11599999999999999,0.37,0.38,0.495,0.892,0.111,0.13,0.5125,0.16,I,0.2185
1.0,0.1375,0.282,0.395,0.495,0.903,0.026,0.12,0.5529999999999999,0.16699999999999998,M,0.22399999999999998
1.0,0.10400000000000001,0.437,0.38,0.5,0.794,0.607,0.135,0.594,0.1565,I,0.2945
1.0,0.1415,0.413,0.42,0.5,0.795,0.231,0.135,0.6765,0.2065,M,0.302
1.0,0.1375,0.547,0.375,0.5,0.143,0.441,0.145,0.5795,0.185,I,0.239
1.0,0.1625,0.985,0.41,0.5,0.783,0.019,0.14,0.6615,0.196,I,0.2585
0.0,0.124,0.588,0.375,0.5,0.998,0.741,0.125,0.5695,0.157,I,0.259
1.0,0.1205,0.46,0.395,0.5,0.178,0.756,0.14,0.6215,0.195,I,0.2925
1.0,0.11,0.364,0.405,0.505,0.975,0.537,0.13,0.6015,0.18,I,0.3015
0.0,0.1435,0.162,0.38,0.505,0.521,0.71,0.12,0.594,0.18,I,0.2595
1.0,0.10300000000000001,0.808,0.395,0.505,0.112,0.494,0.105,0.551,0.171,I,0.248
0.0,0.1295,0.28,0.38,0.515,0.159,0.47,0.12,0.625,0.16,I,0.3265
1.0,0.14400000000000002,0.387,0.42,0.515,0.704,0.322,0.135,0.711,0.205,I,0.337
1.0,0.1255,0.344,0.4,0.515,0.733,0.536,0.135,0.6965,0.175,I,0.32
1.0,0.1365,0.663,0.4,0.52,0.584,0.635,0.13,0.5825,0.18,I,0.233
1.0,0.131,0.364,0.395,0.52,0.738,0.57,0.125,0.6629999999999999,0.1905,I,0.3005
1.0,0.1385,0.473,0.4,0.525,0.833,0.99,0.125,0.6965,0.16399999999999998,I,0.369
1.0,0.1415,0.178,0.42,0.525,0.964,0.244,0.155,0.8420000000000001,0.2045,M,0.428
1.0,0.111,0.228,0.415,0.53,0.837,0.77,0.13,0.6940000000000001,0.16699999999999998,I,0.3905
1.0,0.111,0.83,0.42,0.53,0.404,0.809,0.155,0.81,0.192,I,0.4725
1.0,0.1235,0.306,0.415,0.53,0.372,0.661,0.11,0.5745,0.18899999999999997,I,0.2525
1.0,0.1205,0.953,0.425,0.53,0.707,0.188,0.13,0.7675,0.21,I,0.419
1.0,0.121,0.972,0.4,0.535,0.34,0.395,0.135,0.6025,0.154,I,0.2895
1.0,0.135,0.997,0.415,0.535,0.888,0.147,0.15,0.5765,0.225,I,0.3595
1.0,0.14400000000000002,0.928,0.41,0.535,0.736,0.103,0.13,0.7145,0.2075,F,0.335
1.0,0.1445,0.791,0.435,0.535,0.548,0.388,0.15,0.7170000000000001,0.19399999999999998,M,0.3475
1.0,0.163,0.827,0.42,0.54,0.27,0.085,0.145,0.8655,0.2175,F,0.4315
1.0,0.1445,0.452,0.42,0.54,0.428,0.585,0.14,0.7265,0.22899999999999998,I,0.3205
1.0,0.14800000000000002,0.612,0.435,0.545,0.874,0.356,0.135,0.7715,0.22699999999999998,I,0.37200000000000005
1.0,0.163,0.86,0.445,0.545,0.967,0.292,0.15,0.8,0.207,F,0.3535
1.0,0.1315,0.484,0.43,0.545,0.012,0.061,0.15,0.7285,0.2545,I,0.302
1.0,0.1185,0.593,0.405,0.545,0.158,0.206,0.135,0.5945,0.185,I,0.27
1.0,0.171,0.611,0.43,0.55,0.645,0.511,0.145,0.7895,0.223,I,0.3745
1.0,0.13699999999999998,0.267,0.405,0.55,0.605,0.409,0.125,0.6509999999999999,0.2,F,0.2965
1.0,0.1905,0.122,0.43,0.55,0.775,0.718,0.15,0.8745,0.248,M,0.413
1.0,0.1555,0.677,0.435,0.55,0.582,0.006,0.14,0.7535,0.2325,I,0.3285
1.0,0.1545,0.698,0.425,0.55,0.341,0.491,0.135,0.7305,0.215,I,0.3325
1.0,0.156,0.154,0.44,0.555,0.584,0.162,0.14,0.8705,0.255,M,0.40700000000000003
1.0,0.1435,0.599,0.43,0.555,0.334,0.124,0.155,0.7395,0.28,I,0.3135
1.0,0.165,0.752,0.43,0.555,0.202,0.899,0.14,0.7665,0.23,I,0.341
1.0,0.1765,0.557,0.425,0.555,0.624,0.882,0.145,0.7905,0.225,I,0.3485
1.0,0.185,0.759,0.425,0.56,0.573,0.83,0.135,0.8205,0.23600000000000002,I,0.3715
1.0,0.1305,0.43,0.425,0.56,0.051,0.935,0.145,0.688,0.2165,I,0.3095
1.0,0.3225,0.201,0.445,0.56,0.3,0.654,0.155,1.224,0.2695,F,0.5565
1.0,0.1615,0.704,0.455,0.56,0.747,0.754,0.145,0.9740000000000001,0.235,I,0.547
1.0,0.21,0.506,0.44,0.565,0.025,0.809,0.175,0.8735,0.21,I,0.414
1.0,0.1685,0.766,0.45,0.565,0.288,0.279,0.145,0.8495,0.225,F,0.4215
1.0,0.184,0.463,0.445,0.565,0.618,0.806,0.15,0.7959999999999999,0.21899999999999997,M,0.3635
1.0,0.13,0.885,0.39,0.565,0.583,0.5,0.125,0.7440000000000001,0.1685,M,0.35200000000000004
1.0,0.2195,0.269,0.45,0.57,0.942,0.54,0.145,0.7509999999999999,0.2215,I,0.2825
1.0,0.1415,0.328,0.45,0.57,0.15,0.223,0.135,0.794,0.245,I,0.3815
1.0,0.2525,0.727,0.46,0.57,0.494,0.49,0.135,0.9795,0.2655,F,0.397
1.0,0.183,0.585,0.435,0.57,0.421,0.755,0.17,0.873,0.2705,M,0.382
1.0,0.1785,0.721,0.44,0.57,0.458,0.168,0.13,0.7665,0.20199999999999999,I,0.34700000000000003
1.0,0.1835,0.599,0.435,0.57,0.315,0.719,0.125,0.8965,0.275,M,0.38299999999999995
1.0,0.147,0.683,0.42,0.575,0.641,0.107,0.135,0.857,0.2125,F,0.461
1.0,0.2095,0.386,0.48,0.575,0.972,0.048,0.165,1.078,0.306,F,0.511
1.0,0.17600000000000002,0.544,0.46,0.575,0.323,0.919,0.155,0.892,0.22,M,0.4415
1.0,0.273,0.813,0.46,0.58,0.421,0.184,0.155,1.4395,0.2955,M,0.6715
1.0,0.16699999999999998,0.821,0.455,0.58,0.813,0.825,0.135,0.7955,0.204,M,0.405
1.0,0.156,0.746,0.445,0.58,0.406,0.183,0.15,0.858,0.253,F,0.4
1.0,0.1965,0.009,0.465,0.585,0.262,0.405,0.155,0.9145,0.235,M,0.4555
1.0,0.2535,0.4,0.49,0.585,0.84,0.034,0.185,1.171,0.335,M,0.522
1.0,0.23399999999999999,0.79,0.475,0.585,0.571,0.26,0.16,1.0505,0.285,I,0.48
1.0,0.2345,0.409,0.46,0.585,0.93,0.914,0.165,1.1135,0.27399999999999997,M,0.5825
1.0,0.22899999999999998,0.479,0.47,0.585,0.18,0.196,0.165,1.409,0.295,M,0.8
1.0,0.19899999999999998,0.486,0.475,0.585,0.813,0.623,0.15,1.065,0.2885,M,0.5315
1.0,0.1855,0.872,0.45,0.585,0.751,0.628,0.18,0.7995,0.237,M,0.336
1.0,0.1745,0.443,0.445,0.59,0.785,0.502,0.135,0.7715,0.23,I,0.32799999999999996
1.0,0.22699999999999998,0.324,0.47,0.59,0.695,0.285,0.18,1.187,0.31,M,0.5985
1.0,0.188,0.82,0.455,0.59,0.15,0.373,0.155,0.8855,0.275,M,0.38799999999999996
1.0,0.196,0.482,0.465,0.595,0.905,0.949,0.15,0.98,0.2255,F,0.4115
1.0,0.11199999999999999,0.152,0.465,0.595,0.048,0.621,0.155,1.026,0.305,F,0.4645
1.0,0.272,0.759,0.475,0.6,0.716,0.755,0.17,1.1315,0.309,M,0.508
1.0,0.1885,0.048,0.48,0.6,0.666,0.595,0.155,1.014,0.325,M,0.451
1.0,0.2465,0.422,0.475,0.6,0.231,0.932,0.15,1.12,0.27,I,0.565
1.0,0.25,0.189,0.465,0.6,0.215,0.521,0.155,1.04,0.28,F,0.4755
1.0,0.1715,0.3,0.455,0.6,0.783,0.83,0.145,0.8895,0.26899999999999996,F,0.419
1.0,0.18899999999999997,0.648,0.46,0.6,0.9,0.527,0.155,0.9595,0.295,M,0.4455
1.0,0.226,0.539,0.485,0.605,0.374,0.638,0.15,1.238,0.33,I,0.6315
1.0,0.20600000000000002,0.376,0.49,0.605,0.105,0.045,0.14,0.9755,0.315,M,0.419
1.0,0.174,0.305,0.435,0.605,0.666,0.666,0.13,0.9025,0.26,I,0.43200000000000005
1.0,0.2195,0.61,0.475,0.605,0.446,0.618,0.175,1.0759999999999998,0.335,F,0.46299999999999997
1.0,0.2215,0.887,0.47,0.605,0.79,0.481,0.16,1.0835,0.275,F,0.5405
1.0,0.1835,0.118,0.45,0.61,0.663,0.727,0.15,0.871,0.25,M,0.40700000000000003
1.0,0.257,0.066,0.48,0.61,0.027,0.451,0.165,1.244,0.305,M,0.6345
1.0,0.2335,0.507,0.475,0.61,0.738,0.546,0.17,1.0265,0.3035,M,0.435
1.0,0.1725,0.039,0.465,0.61,0.665,0.261,0.15,0.9605,0.28600000000000003,I,0.4495
1.0,0.29,0.789,0.48,0.61,0.006,0.209,0.17,1.137,0.34700000000000003,M,0.4565
1.0,0.19699999999999998,0.307,0.46,0.61,0.047,0.938,0.16,1.0,0.275,M,0.494
1.0,0.193,0.926,0.475,0.615,0.992,0.611,0.155,1.004,0.2895,F,0.4475
1.0,0.2195,0.741,0.47,0.615,0.138,0.335,0.165,1.128,0.34,M,0.4465
1.0,0.228,0.235,0.5,0.615,0.073,0.034,0.17,1.054,0.295,M,0.4845
1.0,0.1955,0.479,0.475,0.615,0.139,0.121,0.165,1.023,0.3035,F,0.4905
1.0,0.302,0.266,0.475,0.615,0.408,0.858,0.17,1.129,0.3,M,0.4795
1.0,0.3195,0.36,0.48,0.615,0.74,0.081,0.175,1.1179999999999999,0.3,M,0.446
1.0,0.2115,0.641,0.475,0.615,0.705,0.678,0.155,1.115,0.355,F,0.484
1.0,0.2385,0.443,0.51,0.62,0.457,0.358,0.175,1.2815,0.39,M,0.5715
1.0,0.254,0.608,0.495,0.62,0.702,0.291,0.18,1.2555,0.355,M,0.5765
1.0,0.3135,0.877,0.5,0.62,0.039,0.819,0.15,1.2930000000000001,0.354,F,0.596
1.0,0.2685,0.526,0.475,0.62,0.27,0.937,0.16,1.1295,0.33,F,0.46299999999999997
1.0,0.2345,0.94,0.455,0.625,0.334,0.048,0.17,1.082,0.315,M,0.4955
1.0,0.256,0.512,0.505,0.625,0.296,0.015,0.175,1.15,0.3045,F,0.5475
1.0,0.326,0.982,0.515,0.625,0.611,0.728,0.16,1.264,0.321,F,0.5715
1.0,0.239,0.001,0.48,0.625,0.769,0.574,0.155,1.2035,0.3185,F,0.5865
1.0,0.345,0.207,0.485,0.63,0.893,0.944,0.17,1.3205,0.345,F,0.5945
1.0,0.295,0.015,0.505,0.63,0.914,0.8,0.18,1.272,0.315,I,0.6025
1.0,0.1785,0.036,0.485,0.63,0.123,0.353,0.145,1.062,0.3365,M,0.5065
1.0,0.2195,0.59,0.475,0.63,0.764,0.558,0.145,1.0605,0.28,I,0.5165
1.0,0.221,0.729,0.495,0.63,0.923,0.951,0.16,1.093,0.315,M,0.49700000000000005
1.0,0.1865,0.921,0.49,0.635,0.437,0.17,0.16,1.101,0.3455,M,0.534
1.0,0.2645,0.532,0.5,0.635,0.983,0.297,0.165,1.4595,0.39,F,0.705
1.0,0.2725,0.4,0.495,0.635,0.456,0.754,0.175,1.2109999999999999,0.32299999999999995,F,0.7070000000000001
1.0,0.2695,0.547,0.475,0.635,0.57,0.066,0.17,1.1935,0.3665,M,0.5205
1.0,0.2255,0.666,0.51,0.635,0.014,0.615,0.155,0.986,0.31,M,0.405
1.0,0.37200000000000005,0.448,0.565,0.64,0.248,0.022,0.23,1.521,0.406,M,0.644
1.0,0.2995,0.312,0.525,0.64,0.639,0.056,0.18,1.3135,0.4075,M,0.4865
1.0,0.2385,0.732,0.51,0.645,0.152,0.98,0.16,1.1835,0.345,M,0.556
1.0,0.3515,0.505,0.5,0.645,0.484,0.949,0.195,1.401,0.3725,M,0.6165
1.0,0.245,0.493,0.525,0.645,0.605,0.419,0.16,1.5075,0.4325,M,0.7455
1.0,0.27399999999999997,0.31,0.505,0.65,0.868,0.75,0.165,1.16,0.349,F,0.4785
1.0,0.37799999999999995,0.305,0.59,0.65,0.059,0.681,0.22,1.662,0.435,F,0.77
1.0,0.3585,0.279,0.525,0.65,0.241,0.7,0.175,1.5365,0.405,M,0.6865
1.0,0.3735,0.747,0.51,0.65,0.938,0.244,0.19,1.5419999999999998,0.375,M,0.7155
1.0,0.349,0.803,0.51,0.65,0.854,0.151,0.17,1.567,0.391,F,0.7245
1.0,0.3215,0.801,0.525,0.655,0.164,0.829,0.19,1.3595,0.3985,F,0.564
1.0,0.3595,0.934,0.535,0.655,0.758,0.673,0.205,1.6445,0.46,M,0.7305
1.0,0.3865,0.936,0.52,0.655,0.19,0.775,0.19,1.4545,0.38299999999999995,F,0.6
1.0,0.294,0.618,0.49,0.655,0.973,0.699,0.175,1.3585,0.365,M,0.6395
1.0,0.3525,0.736,0.495,0.66,0.224,0.922,0.21,1.548,0.3925,F,0.7240000000000001
1.0,0.3125,0.398,0.515,0.66,0.539,0.395,0.17,1.337,0.3575,F,0.615
1.0,0.342,0.703,0.53,0.665,0.941,0.545,0.18,1.4909999999999999,0.435,F,0.6345
1.0,0.48700000000000004,0.568,0.53,0.67,0.359,0.741,0.225,1.5615,0.3725,F,0.63
1.0,0.271,0.006,0.505,0.67,0.54,0.09,0.175,1.0145,0.3745,F,0.4375
1.0,0.3135,0.926,0.545,0.675,0.562,0.781,0.185,1.7375,0.469,M,0.8759999999999999
1.0,0.41600000000000004,0.888,0.545,0.685,0.143,0.516,0.205,1.7925,0.461,M,0.8145
1.0,0.39899999999999997,0.071,0.565,0.695,0.212,0.868,0.19,1.7635,0.4975,F,0.7465
1.0,0.374,0.378,0.545,0.7,0.213,0.148,0.13,1.556,0.195,F,0.6725
1.0,0.4865,0.099,0.565,0.705,0.145,0.602,0.515,2.21,0.512,M,1.1075
1.0,0.38299999999999995,0.143,0.555,0.705,0.846,0.718,0.215,2.141,0.528,M,1.0465
1.0,0.4195,0.354,0.57,0.705,0.738,0.868,0.18,1.5345,0.43,F,0.96
1.0,0.345,0.933,0.55,0.71,0.739,0.386,0.17,1.614,0.45,F,0.743
1.0,0.389,0.615,0.575,0.72,0.434,0.254,0.17,1.9335,0.51,F,0.9129999999999999
1.0,0.564,0.769,0.575,0.72,0.508,0.565,0.215,2.173,0.5365,M,0.9515
1.0,0.3585,0.362,0.6,0.725,0.57,0.375,0.2,1.7369999999999999,0.595,F,0.6970000000000001
1.0,0.4345,0.081,0.58,0.73,0.009,0.594,0.19,1.7375,0.52,F,0.6785
1.0,0.46,0.525,0.565,0.735,0.259,0.262,0.205,2.1275,0.565,F,0.9490000000000001
1.0,0.446,0.571,0.57,0.745,0.599,0.24,0.215,2.25,0.5579999999999999,F,1.1565
1.0,0.519,0.291,0.61,0.75,0.695,0.696,0.235,2.5085,0.612,F,1.232
1.0,0.42,0.195,0.65,0.815,0.406,0.75,0.25,2.255,0.7975,F,0.8905
0.0,0.0025,0.254,0.105,0.14,0.383,0.614,0.035,0.013999999999999999,0.004,I,0.0055
0.0,0.0145,0.436,0.165,0.23,0.234,0.281,0.06,0.0515,0.036000000000000004,I,0.019
0.0,0.047,0.512,0.265,0.365,0.881,0.836,0.135,0.2215,0.0605,I,0.105
0.0,0.0345,0.345,0.255,0.365,0.495,0.49,0.08,0.1985,0.053,I,0.0785
0.0,0.040999999999999995,0.477,0.27,0.37,0.804,0.371,0.095,0.23199999999999998,0.0615,I,0.1325
0.0,0.046,0.56,0.28,0.375,0.424,0.484,0.085,0.3155,0.067,I,0.187
0.0,0.044000000000000004,0.25,0.3,0.385,0.501,0.981,0.09,0.247,0.0675,I,0.1225
0.0,0.0665,0.218,0.295,0.395,0.73,0.779,0.09,0.3025,0.0765,I,0.14300000000000002
0.0,0.0455,0.39,0.29,0.4,0.663,0.104,0.11,0.32899999999999996,0.0825,I,0.188
0.0,0.061,0.181,0.3,0.4,0.401,0.934,0.09,0.2815,0.08,I,0.1185
1.0,0.064,0.565,0.31,0.405,0.77,0.635,0.095,0.3425,0.0855,I,0.1785
0.0,0.075,0.934,0.29,0.405,0.673,0.169,0.09,0.2825,0.0815,I,0.11199999999999999
0.0,0.061,0.824,0.3,0.405,0.956,0.363,0.105,0.304,0.0805,I,0.1455
0.0,0.063,0.981,0.32,0.41,0.009,0.266,0.095,0.2905,0.073,I,0.141
1.0,0.065,0.725,0.315,0.415,0.014,0.495,0.115,0.3895,0.10300000000000001,M,0.2015
0.0,0.0905,0.619,0.34,0.425,0.762,0.526,0.105,0.389,0.08800000000000001,I,0.2015
0.0,0.0745,0.722,0.34,0.43,0.046,0.27,0.105,0.4405,0.1075,I,0.2385
0.0,0.08,0.188,0.34,0.44,0.438,0.027,0.105,0.369,0.1015,I,0.16399999999999998
1.0,0.092,0.196,0.32,0.44,0.824,0.282,0.12,0.4565,0.1025,M,0.2435
1.0,0.08900000000000001,0.856,0.365,0.44,0.018,0.678,0.11,0.4465,0.1135,I,0.213
0.0,0.126,0.251,0.335,0.45,0.113,0.611,0.125,0.4475,0.11,M,0.2165
0.0,0.0995,0.035,0.335,0.455,0.189,0.391,0.135,0.501,0.1065,I,0.27399999999999997
1.0,0.096,0.276,0.355,0.46,0.065,0.532,0.11,0.436,0.125,I,0.1975
1.0,0.1105,0.328,0.345,0.47,0.978,0.215,0.14,0.4615,0.11599999999999999,I,0.22899999999999998
0.0,0.1165,0.664,0.35,0.47,0.269,0.341,0.125,0.4315,0.1175,I,0.19
0.0,0.0835,0.151,0.355,0.47,0.691,0.922,0.12,0.3685,0.1365,I,0.126
1.0,0.136,0.014,0.37,0.475,0.202,0.037,0.125,0.649,0.142,M,0.34700000000000003
0.0,0.09300000000000001,0.222,0.365,0.475,0.981,0.932,0.115,0.45899999999999996,0.1165,I,0.2175
0.0,0.11699999999999999,0.268,0.365,0.475,0.14,0.747,0.115,0.5660000000000001,0.1335,F,0.281
0.0,0.1025,0.494,0.36,0.48,0.474,0.583,0.125,0.542,0.147,I,0.2795
0.0,0.1075,0.561,0.38,0.485,0.595,0.261,0.12,0.4725,0.147,I,0.2075
1.0,0.10300000000000001,0.011,0.39,0.485,0.746,0.699,0.085,0.6435,0.198,M,0.2945
0.0,0.105,0.111,0.37,0.485,0.2,0.49,0.13,0.526,0.1555,M,0.2485
0.0,0.1285,0.107,0.38,0.495,0.996,0.752,0.12,0.573,0.14400000000000002,F,0.2655
1.0,0.1245,0.321,0.385,0.505,0.006,0.022,0.105,0.5525,0.1555,M,0.239
1.0,0.1565,0.448,0.38,0.505,0.694,0.357,0.135,0.6855,0.161,F,0.361
1.0,0.096,0.383,0.395,0.515,0.157,0.341,0.125,0.556,0.17,I,0.2695
1.0,0.18100000000000002,0.551,0.425,0.515,0.888,0.21,0.145,0.9365,0.2185,M,0.49700000000000005
0.0,0.1245,0.308,0.4,0.515,0.135,0.772,0.125,0.5625,0.17,I,0.25
1.0,0.139,0.691,0.4,0.52,0.624,0.466,0.125,0.5589999999999999,0.149,M,0.254
1.0,0.145,0.355,0.4,0.525,0.852,0.886,0.14,0.7205,0.1735,M,0.3685
1.0,0.1415,0.333,0.43,0.53,0.683,0.687,0.13,0.7045,0.18899999999999997,I,0.34600000000000003
1.0,0.151,0.625,0.4,0.53,0.264,0.839,0.125,0.7575,0.175,M,0.39799999999999996
1.0,0.1775,0.378,0.41,0.545,0.537,0.427,0.14,0.7405,0.203,F,0.3565
1.0,0.218,0.838,0.43,0.55,0.461,0.644,0.14,0.84,0.1945,F,0.375
1.0,0.2035,0.498,0.425,0.55,0.594,0.641,0.16,0.7929999999999999,0.215,M,0.34299999999999997
1.0,0.161,0.466,0.43,0.56,0.641,0.575,0.15,0.8745,0.22,F,0.45299999999999996
1.0,0.1835,0.666,0.435,0.56,0.649,0.726,0.15,0.8715,0.1835,F,0.4755
1.0,0.207,0.154,0.445,0.57,0.365,0.913,0.15,0.9875,0.249,M,0.504
1.0,0.2065,0.489,0.465,0.575,0.568,0.43,0.15,1.08,0.23800000000000002,M,0.595
1.0,0.2465,0.03,0.46,0.575,0.646,0.375,0.165,0.9155,0.2385,M,0.4005
1.0,0.2205,0.329,0.46,0.58,0.789,0.541,0.175,1.165,0.3055,F,0.65
