Year,State,Producer Type,Energy Source,"CO2
(Metric Tons)","SO2
(Metric Tons)","NOx
(Metric Tons)"
1995,GA,Industrial Cogen,All Sources,7 213 235,95 860,30 043
1995,GA,Industrial Cogen,Coal,4 329 132,30 102,10 465
1995,GA,Industrial Cogen,Natural Gas,1 079 049,6,2 689
1995,GA,Industrial Cogen,Other Biomass,0,56,50
1995,GA,Industrial Cogen,Wood and Wood Derived Fuels,0,39 056,12 610
1995,GA,Industrial Cogen,Other,123 252,1 267,256
1995,GA,Industrial Cogen,Petroleum,1 681 802,25 379,3 973
1995,GA,Industrial Non-Cogen,All Sources,1 194,6,75
1995,GA,Industrial Non-Cogen,Natural Gas,138,0,18
1995,GA,Industrial Non-Cogen,Petroleum,1 056,6,57
1995,GA,IPP NAICS-22 Non-Cogen,All Sources,180 596,2,657
1995,GA,IPP NAICS-22 Non-Cogen,Natural Gas,180 176,1,415
1995,GA,IPP NAICS-22 Non-Cogen,Other Biomass,0,0,239
1995,GA,IPP NAICS-22 Non-Cogen,Petroleum,420,1,3
1995,GA,Total Electric Power Industry,All Sources,71 705 311,530 400,185 360
1995,GA,Total Electric Power Industry,Coal,67 986 275,461 641,163 188
1995,GA,Total Electric Power Industry,Natural Gas,1 685 467,14,4 167
1995,GA,Total Electric Power Industry,Other Biomass,0,96,289
1995,GA,Total Electric Power Industry,Wood and Wood Derived Fuels,0,39 061,12 670
1995,GA,Total Electric Power Industry,Other,123 252,1 267,256
1995,GA,Total Electric Power Industry,Petroleum,1 910 317,28 326,4 789
1995,HI,Electric Utility,All Sources,5 150 746,27 219,17 576
1995,HI,Electric Utility,Petroleum,5 150 746,27 219,17 576
1995,HI,Industrial Cogen,All Sources,371 565,2 387,2 144
1995,HI,Industrial Cogen,Coal,144 144,1 252,366
1995,HI,Industrial Cogen,Other Gases,0,0,160
1995,HI,Industrial Cogen,Other Biomass,0,42,630
1995,HI,Industrial Cogen,Wood and Wood Derived Fuels,0,0,4
1995,HI,Industrial Cogen,Other,0,0,1
1995,HI,Industrial Cogen,Petroleum,227 421,1 093,983
1995,HI,IPP NAICS-22 Cogen,All Sources,2 556 290,9 261,5 794
1995,HI,IPP NAICS-22 Cogen,Coal,1 472 813,2 701,3 827
1995,HI,IPP NAICS-22 Cogen,Petroleum,1 083 477,6 559,1 967
1995,HI,IPP NAICS-22 Non-Cogen,All Sources,271 512,491,1 467
1995,HI,IPP NAICS-22 Non-Cogen,Geothermal,6 025,0,0
1995,HI,IPP NAICS-22 Non-Cogen,Other Biomass,0,0,23
1995,HI,IPP NAICS-22 Non-Cogen,Other,265 487,491,1 444
1995,HI,Total Electric Power Industry,All Sources,8 350 113,39 358,26 981
1995,HI,Total Electric Power Industry,Coal,1 616 957,3 953,4 193
1995,HI,Total Electric Power Industry,Geothermal,6 025,0,0
1995,HI,Total Electric Power Industry,Other Gases,0,0,160
1995,HI,Total Electric Power Industry,Other Biomass,0,42,653
1995,HI,Total Electric Power Industry,Wood and Wood Derived Fuels,0,0,4
1995,HI,Total Electric Power Industry,Other,265 487,491,1 445
1995,HI,Total Electric Power Industry,Petroleum,6 461 644,34 871,20 526
1995,IA,Commercial Cogen,All Sources,310 881,1 665,806
1995,IA,Commercial Cogen,Coal,220 077,1 284,514
1995,IA,Commercial Cogen,Natural Gas,77 319,0,246
1995,IA,Commercial Cogen,Petroleum,13 485,381,47
1995,IA,Commercial Non-Cogen,All Sources,7,0,12
1995,IA,Commercial Non-Cogen,Natural Gas,7,0,0
1995,IA,Commercial Non-Cogen,Other Biomass,0,0,12
1995,IA,Electric Utility,All Sources,30 240 529,159 343,76 978
1995,IA,Electric Utility,Coal,29 985 384,149 032,75 189
1995,IA,Electric Utility,Natural Gas,192 729,0,425
1995,IA,Electric Utility,Other,0,9,63
1995,IA,Electric Utility,Petroleum,62 416,10 304,1 296
1995,IA,Industrial Cogen,All Sources,4 008 681,13 692,10 595
1995,IA,Industrial Cogen,Coal,3 413 762,13 642,9 189
1995,IA,Industrial Cogen,Natural Gas,593 889,3,1 395
1995,IA,Industrial Cogen,Wood and Wood Derived Fuels,0,0,1
1995,IA,Industrial Cogen,Other,660,1,3
1995,IA,Industrial Cogen,Petroleum,370,46,6
1995,IA,IPP NAICS-22 Cogen,All Sources,249 490,1 635,1 114
1995,IA,IPP NAICS-22 Cogen,Coal,194 320,1 634,498
1995,IA,IPP NAICS-22 Cogen,Natural Gas,55 170,0,131
1995,IA,IPP NAICS-22 Cogen,Other Biomass,0,0,486
1995,IA,IPP NAICS-22 Non-Cogen,All Sources,2 907,6,58
1995,IA,IPP NAICS-22 Non-Cogen,Petroleum,2 907,6,58
1995,IA,Total Electric Power Industry,All Sources,34 812 495,176 341,89 563
1995,IA,Total Electric Power Industry,Coal,33 813 543,165 592,85 390
1995,IA,Total Electric Power Industry,Natural Gas,919 114,3,2 197
1995,IA,Total Electric Power Industry,Other Biomass,0,0,498
1995,IA,Total Electric Power Industry,Wood and Wood Derived Fuels,0,0,1
1995,IA,Total Electric Power Industry,Other,660,10,66
1995,IA,Total Electric Power Industry,Petroleum,79 178,10 737,1 407
1995,ID,Electric Utility,All Sources,274,1,5
1995,ID,Electric Utility,Petroleum,274,1,5
1995,ID,Industrial Cogen,All Sources,747 101,5 947,2 978
1995,ID,Industrial Cogen,Coal,324 488,2 882,841
1995,ID,Industrial Cogen,Natural Gas,379 209,1,874
1995,ID,Industrial Cogen,Wood and Wood Derived Fuels,0,2 628,1 134
1995,ID,Industrial Cogen,Other,42 643,430,127
1995,ID,Industrial Cogen,Petroleum,761,4,1
1995,ID,IPP NAICS-22 Cogen,All Sources,0,20,172
1995,ID,IPP NAICS-22 Cogen,Wood and Wood Derived Fuels,0,20,172
1995,ID,Total Electric Power Industry,All Sources,747 375,5 968,3 155
1995,ID,Total Electric Power Industry,Coal,324 488,2 882,841
1995,ID,Total Electric Power Industry,Natural Gas,379 209,1,874
1995,ID,Total Electric Power Industry,Wood and Wood Derived Fuels,0,2 648,1 306
1995,ID,Total Electric Power Industry,Other,42 643,430,127
1995,ID,Total Electric Power Industry,Petroleum,1 035,5,6
1995,IL,Commercial Cogen,All Sources,386 954,2 615,1 178
1995,IL,Commercial Cogen,Coal,147 026,2 608,391
1995,IL,Commercial Cogen,Natural Gas,237 697,1,756
1995,IL,Commercial Cogen,Other Biomass,0,0,14
1995,IL,Commercial Cogen,Petroleum,2 231,5,17
1995,IL,Commercial Non-Cogen,All Sources,3 884,0,89
1995,IL,Commercial Non-Cogen,Natural Gas,3 884,0,89
1995,IL,Electric Utility,All Sources,67 346 475,573 566,231 614
1995,IL,Electric Utility,Coal,64 271 709,568 978,226 177
1995,IL,Electric Utility,Natural Gas,2 112 609,0,733
1995,IL,Electric Utility,Other Biomass,0,11,4
1995,IL,Electric Utility,Wood and Wood Derived Fuels,0,0,1
1995,IL,Electric Utility,Other,0,1 000,417
1995,IL,Electric Utility,Petroleum,962 157,3 578,4 279
1995,IL,Industrial Cogen,All Sources,5 892 458,85 121,23 577
1995,IL,Industrial Cogen,Coal,4 542 951,83 403,18 338
1995,IL,Industrial Cogen,Natural Gas,1 088 438,4,3 999
1995,IL,Industrial Cogen,Other Gases,0,2,338
1995,IL,Industrial Cogen,Wood and Wood Derived Fuels,0,0,3
1995,IL,Industrial Cogen,Other,114 603,1 169,237
1995,IL,Industrial Cogen,Petroleum,146 466,540,658
1995,IL,Industrial Non-Cogen,All Sources,30 609,1,862
1995,IL,Industrial Non-Cogen,Natural Gas,30 609,0,834
1995,IL,Industrial Non-Cogen,Other Gases,0,1,29
1995,IL,IPP NAICS-22 Cogen,All Sources,2 521,0,115
1995,IL,IPP NAICS-22 Cogen,Natural Gas,2 521,0,59
1995,IL,IPP NAICS-22 Cogen,Other Biomass,0,0,56
1995,IL,IPP NAICS-22 Non-Cogen,All Sources,0,1,979
1995,IL,IPP NAICS-22 Non-Cogen,Natural Gas,0,0,59
1995,IL,IPP NAICS-22 Non-Cogen,Other Biomass,0,1,920
1995,IL,Total Electric Power Industry,All Sources,73 662 901,661 304,258 414
1995,IL,Total Electric Power Industry,Coal,68 961 686,654 989,244 906
1995,IL,Total Electric Power Industry,Natural Gas,3 475 758,5,6 529
1995,IL,Total Electric Power Industry,Other Gases,0,3,367
1995,IL,Total Electric Power Industry,Other Biomass,0,12,994
1995,IL,Total Electric Power Industry,Wood and Wood Derived Fuels,0,0,4
1995,IL,Total Electric Power Industry,Other,114 603,2 169,654
1995,IL,Total Electric Power Industry,Petroleum,1 110 854,4 123,4 954
1995,IN,Commercial Cogen,All Sources,659 736,5 964,2 511
1995,IN,Commercial Cogen,Coal,330 748,5 436,841
1995,IN,Commercial Cogen,Natural Gas,18 586,0,69
1995,IN,Commercial Cogen,Other,305 502,516,1 518
1995,IN,Commercial Cogen,Petroleum,4 900,12,83
1995,IN,Commercial Non-Cogen,All Sources,132,0,3
1995,IN,Commercial Non-Cogen,Petroleum,132,0,3
1995,IN,Electric Utility,All Sources,102 532 851,816 632,322 563
1995,IN,Electric Utility,Coal,101 889 597,816 375,321 759
1995,IN,Electric Utility,Natural Gas,452 595,0,444
1995,IN,Electric Utility,Petroleum,190 659,254,360
1995,IN,Industrial Cogen,All Sources,2 597 233,23 886,11 081
1995,IN,Industrial Cogen,Coal,1 334 111,21 609,3 343
1995,IN,Industrial Cogen,Natural Gas,884 470,5,2 498
1995,IN,Industrial Cogen,Other Gases,0,155,4 608
1995,IN,Industrial Cogen,Petroleum,378 652,2 116,633
1995,IN,Industrial Non-Cogen,All Sources,35 988,5,117
1995,IN,Industrial Non-Cogen,Natural Gas,34 222,0,82
1995,IN,Industrial Non-Cogen,Petroleum,1 766,5,35
1995,IN,IPP NAICS-22 Non-Cogen,All Sources,0,0,508
1995,IN,IPP NAICS-22 Non-Cogen,Other Biomass,0,0,508
1995,IN,Total Electric Power Industry,All Sources,105 825 940,846 487,336 783
1995,IN,Total Electric Power Industry,Coal,103 554 456,843 420,325 943
1995,IN,Total Electric Power Industry,Natural Gas,1 389 873,5,3 093
1995,IN,Total Electric Power Industry,Other Gases,0,155,4 608
1995,IN,Total Electric Power Industry,Other Biomass,0,0,508
1995,IN,Total Electric Power Industry,Other,305 502,516,1 518
1995,IN,Total Electric Power Industry,Petroleum,576 109,2 387,1 114
1995,KS,Commercial Cogen,All Sources,36 823,0,87
1995,KS,Commercial Cogen,Natural Gas,36 823,0,87
1995,KS,Electric Utility,All Sources,29 076 269,90 031,79 677
1995,KS,Electric Utility,Coal,27 555 549,89 916,70 067
1995,KS,Electric Utility,Natural Gas,1 456 066,5,8 240
1995,KS,Electric Utility,Petroleum,64 654,109,1 372
1995,KS,Industrial Cogen,All Sources,131 479,440,742
1995,KS,Industrial Cogen,Natural Gas,125 502,0,679
1995,KS,Industrial Cogen,Petroleum,5 977,440,64
1995,KS,Total Electric Power Industry,All Sources,29 244 571,90 471,80 506
1995,KS,Total Electric Power Industry,Coal,27 555 549,89 916,70 067
1995,KS,Total Electric Power Industry,Natural Gas,1 618 391,5,9 006
1995,KS,Total Electric Power Industry,Petroleum,70 631,549,1 436
1995,KY,Electric Utility,All Sources,77 902 133,613 573,331 658
1995,KY,Electric Utility,Coal,77 734 413,613 452,331 233
1995,KY,Electric Utility,Natural Gas,47 029,0,110
1995,KY,Electric Utility,Petroleum,120 691,117,315
1995,KY,Industrial Cogen,All Sources,0,3,26
1995,KY,Industrial Cogen,Wood and Wood Derived Fuels,0,3,26
1995,KY,Total Electric Power Industry,All Sources,77 902 133,613 576,331 684
1995,KY,Total Electric Power Industry,Coal,77 734 413,613 452,331 233
1995,KY,Total Electric Power Industry,Natural Gas,47 029,0,110
1995,KY,Total Electric Power Industry,Wood and Wood Derived Fuels,0,3,26
1995,KY,Total Electric Power Industry,Petroleum,120 691,117,315
1995,LA,Commercial Cogen,All Sources,45 168,0,103
1995,LA,Commercial Cogen,Natural Gas,45 168,0,103
1995,LA,Electric Utility,All Sources,38 266 437,93 773,75 432
1995,LA,Electric Utility,Coal,20 330 703,87 840,34 551
1995,LA,Electric Utility,Natural Gas,17 895 585,133,34 057
1995,LA,Electric Utility,Other Gases,0,0,2
1995,LA,Electric Utility,Petroleum,40 149,5 799,6 823
1995,LA,Industrial Cogen,All Sources,11 222 834,22 018,50 173
1995,LA,Industrial Cogen,Coal,116 559,932,272
1995,LA,Industrial Cogen,Natural Gas,11 065 855,73,37 246
1995,LA,Industrial Cogen,Other Gases,0,8,920
1995,LA,Industrial Cogen,Other Biomass,0,38,112
1995,LA,Industrial Cogen,Wood and Wood Derived Fuels,0,20 545,8 008
1995,LA,Industrial Cogen,Other,0,7,3 544
1995,LA,Industrial Cogen,Petroleum,40 420,416,69
1995,LA,Industrial Non-Cogen,All Sources,40 679,0,734
1995,LA,Industrial Non-Cogen,Natural Gas,40 679,0,733
1995,LA,Industrial Non-Cogen,Other Biomass,0,0,1
1995,LA,IPP NAICS-22 Cogen,All Sources,1 779 796,53 869,5 660
1995,LA,IPP NAICS-22 Cogen,Petroleum,1 779 796,53 869,5 660
1995,LA,IPP NAICS-22 Non-Cogen,All Sources,129 023,1 038,384
1995,LA,IPP NAICS-22 Non-Cogen,Natural Gas,95 263,0,219
1995,LA,IPP NAICS-22 Non-Cogen,Other Biomass,0,4,56
1995,LA,IPP NAICS-22 Non-Cogen,Petroleum,33 760,1 033,109
1995,LA,Total Electric Power Industry,All Sources,51 483 937,170 698,132 486
1995,LA,Total Electric Power Industry,Coal,20 447 262,88 772,34 823
1995,LA,Total Electric Power Industry,Natural Gas,29 142 550,206,72 358
1995,LA,Total Electric Power Industry,Other Gases,0,8,922
1995,LA,Total Electric Power Industry,Other Biomass,0,42,169
1995,LA,Total Electric Power Industry,Wood and Wood Derived Fuels,0,20 545,8 008
1995,LA,Total Electric Power Industry,Other,0,7,3 544
1995,LA,Total Electric Power Industry,Petroleum,1 894 125,61 117,12 661
1995,MA,Commercial Cogen,All Sources,413 652,483,3 971
1995,MA,Commercial Cogen,Natural Gas,239 747,1,898
1995,MA,Commercial Cogen,Petroleum,173 905,482,3 073
1995,MA,Commercial Non-Cogen,All Sources,728,3,20
1995,MA,Commercial Non-Cogen,Other Biomass,0,0,1
1995,MA,Commercial Non-Cogen,Petroleum,728,3,19
1995,MA,Electric Utility,All Sources,17 941 953,115 977,29 928
1995,MA,Electric Utility,Coal,9 573 502,70 403,15 543
1995,MA,Electric Utility,Natural Gas,3 522 426,1,1 167
1995,MA,Electric Utility,Petroleum,4 846 025,45 572,13 220
1995,MA,Industrial Cogen,All Sources,707 328,3 008,2 204
1995,MA,Industrial Cogen,Coal,90 237,587,195
1995,MA,Industrial Cogen,Natural Gas,286 880,0,733
1995,MA,Industrial Cogen,Other Biomass,0,29,4
1995,MA,Industrial Cogen,Other,0,137,404
1995,MA,Industrial Cogen,Petroleum,330 211,2 254,867
1995,MA,Industrial Non-Cogen,All Sources,261,1,5
1995,MA,Industrial Non-Cogen,Petroleum,261,1,5
1995,MA,IPP NAICS-22 Cogen,All Sources,2 954 787,730,7 534
1995,MA,IPP NAICS-22 Cogen,Coal,90 133,587,195
1995,MA,IPP NAICS-22 Cogen,Natural Gas,2 808 219,14,7 009
1995,MA,IPP NAICS-22 Cogen,Wood and Wood Derived Fuels,0,0,1
1995,MA,IPP NAICS-22 Cogen,Other,46 310,106,275
1995,MA,IPP NAICS-22 Cogen,Petroleum,10 125,22,54
1995,MA,IPP NAICS-22 Non-Cogen,All Sources,1 869 946,2 215,9 399
1995,MA,IPP NAICS-22 Non-Cogen,Natural Gas,657 673,5,2 739
1995,MA,IPP NAICS-22 Non-Cogen,Other Biomass,0,0,262
1995,MA,IPP NAICS-22 Non-Cogen,Wood and Wood Derived Fuels,0,27,233
1995,MA,IPP NAICS-22 Non-Cogen,Other,1 180 769,2 077,6 105
1995,MA,IPP NAICS-22 Non-Cogen,Petroleum,31 504,106,58
1995,MA,Total Electric Power Industry,All Sources,23 888 655,122 417,53 061
1995,MA,Total Electric Power Industry,Coal,9 753 872,71 577,15 933
1995,MA,Total Electric Power Industry,Natural Gas,7 514 945,21,12 546
1995,MA,Total Electric Power Industry,Other Biomass,0,29,267
1995,MA,Total Electric Power Industry,Wood and Wood Derived Fuels,0,27,234
1995,MA,Total Electric Power Industry,Other,1 227 079,2 320,6 784
1995,MA,Total Electric Power Industry,Petroleum,5 392 759,48 440,17 296
1995,MD,Commercial Cogen,All Sources,59 992,233,355
1995,MD,Commercial Cogen,Wood and Wood Derived Fuels,0,7,58
1995,MD,Commercial Cogen,Other,59 291,222,282
1995,MD,Commercial Cogen,Petroleum,701,3,15
1995,MD,Commercial Non-Cogen,All Sources,0,0,201
1995,MD,Commercial Non-Cogen,Other Biomass,0,0,201
1995,MD,Electric Utility,All Sources,26 908 932,208 738,87 948
1995,MD,Electric Utility,Coal,24 518 390,199 711,80 330
1995,MD,Electric Utility,Natural Gas,1 039 460,2,2 281
1995,MD,Electric Utility,Other Biomass,0,538,98
1995,MD,Electric Utility,Petroleum,1 351 082,8 484,5 236
1995,MD,Industrial Cogen,All Sources,1 084 518,10 351,2 926
1995,MD,Industrial Cogen,Coal,943 150,8 213,2 202
1995,MD,Industrial Cogen,Natural Gas,107 294,0,247
1995,MD,Industrial Cogen,Wood and Wood Derived Fuels,0,1 961,420
1995,MD,Industrial Cogen,Petroleum,34 074,177,56
1995,MD,IPP NAICS-22 Cogen,All Sources,396 727,1 130,2 894
1995,MD,IPP NAICS-22 Cogen,Natural Gas,692,0,2
1995,MD,IPP NAICS-22 Cogen,Other Gases,0,41,1 049
1995,MD,IPP NAICS-22 Cogen,Other,310 557,574,1 690
1995,MD,IPP NAICS-22 Cogen,Petroleum,85 478,515,154
1995,MD,IPP NAICS-22 Non-Cogen,All Sources,105 272,183,830
1995,MD,IPP NAICS-22 Non-Cogen,Natural Gas,1 988,0,5
1995,MD,IPP NAICS-22 Non-Cogen,Other Biomass,0,0,288
1995,MD,IPP NAICS-22 Non-Cogen,Other,103 284,183,538
1995,MD,Total Electric Power Industry,All Sources,28 555 441,220 635,95 154
1995,MD,Total Electric Power Industry,Coal,25 461 540,207 924,82 532
1995,MD,Total Electric Power Industry,Natural Gas,1 149 434,2,2 535
1995,MD,Total Electric Power Industry,Other Gases,0,41,1 049
1995,MD,Total Electric Power Industry,Other Biomass,0,538,587
1995,MD,Total Electric Power Industry,Wood and Wood Derived Fuels,0,1 968,478
1995,MD,Total Electric Power Industry,Other,473 132,979,2 510
1995,MD,Total Electric Power Industry,Petroleum,1 471 335,9 179,5 461
1995,ME,Commercial Cogen,All Sources,28 425,53,155
1995,ME,Commercial Cogen,Natural Gas,8,0,0
1995,ME,Commercial Cogen,Other,28 417,53,155
1995,ME,Commercial Non-Cogen,All Sources,89 284,149,477
1995,ME,Commercial Non-Cogen,Wood and Wood Derived Fuels,0,8,72
1995,ME,Commercial Non-Cogen,Other,87 556,137,404
1995,ME,Commercial Non-Cogen,Petroleum,1 728,4,2
1995,ME,Electric Utility,All Sources,742 135,3 797,1 361
1995,ME,Electric Utility,Petroleum,742 135,3 797,1 361
1995,ME,Industrial Cogen,All Sources,3 280 690,32 008,12 400
1995,ME,Industrial Cogen,Coal,441 852,3 423,1 000
1995,ME,Industrial Cogen,Other Gases,10 474,0,4
1995,ME,Industrial Cogen,Other Biomass,0,189,336
1995,ME,Industrial Cogen,Wood and Wood Derived Fuels,0,10 632,5 760
1995,ME,Industrial Cogen,Other,37 313,376,76
1995,ME,Industrial Cogen,Petroleum,2 791 051,17 386,5 226
1995,ME,IPP NAICS-22 Cogen,All Sources,585 659,5 583,1 793
1995,ME,IPP NAICS-22 Cogen,Coal,366 182,287,838
1995,ME,IPP NAICS-22 Cogen,Other Biomass,0,32,57
1995,ME,IPP NAICS-22 Cogen,Wood and Wood Derived Fuels,0,30,269
1995,ME,IPP NAICS-22 Cogen,Other,77 291,780,158
1995,ME,IPP NAICS-22 Cogen,Petroleum,142 186,4 454,471
1995,ME,IPP NAICS-22 Non-Cogen,All Sources,172 239,443,2 109
1995,ME,IPP NAICS-22 Non-Cogen,Natural Gas,5 545,0,13
1995,ME,IPP NAICS-22 Non-Cogen,Wood and Wood Derived Fuels,0,142,1 254
1995,ME,IPP NAICS-22 Non-Cogen,Other,164 011,285,840
1995,ME,IPP NAICS-22 Non-Cogen,Petroleum,2 683,15,4
1995,ME,Total Electric Power Industry,All Sources,4 898 432,42 033,18 295
1995,ME,Total Electric Power Industry,Coal,808 034,3 710,1 838
1995,ME,Total Electric Power Industry,Natural Gas,5 553,0,13
1995,ME,Total Electric Power Industry,Other Gases,10 474,0,4
1995,ME,Total Electric Power Industry,Other Biomass,0,221,393
1995,ME,Total Electric Power Industry,Wood and Wood Derived Fuels,0,10 812,7 355
1995,ME,Total Electric Power Industry,Other,394 588,1 631,1 633
1995,ME,Total Electric Power Industry,Petroleum,3 679 783,25 656,7 064
1995,MI,Commercial Cogen,All Sources,823 040,4 241,3 333
1995,MI,Commercial Cogen,Coal,452 716,3 627,1 057
1995,MI,Commercial Cogen,Natural Gas,64 497,0,543
1995,MI,Commercial Cogen,Other,292 595,584,1 719
1995,MI,Commercial Cogen,Petroleum,13 232,30,15
1995,MI,Electric Utility,All Sources,65 716 231,326 467,142 823
1995,MI,Electric Utility,Coal,63 086 542,322 827,139 681
1995,MI,Electric Utility,Natural Gas,1 905 438,1,1 465
1995,MI,Electric Utility,Other Gases,0,0,2
1995,MI,Electric Utility,Petroleum,724 251,3 636,1 674
1995,MI,Industrial Cogen,All Sources,3 153 831,38 141,11 826
1995,MI,Industrial Cogen,Coal,1 909 277,15 914,5 070
1995,MI,Industrial Cogen,Natural Gas,636 626,4,2 471
1995,MI,Industrial Cogen,Other Biomass,0,7,13
1995,MI,Industrial Cogen,Wood and Wood Derived Fuels,0,4 051,2 271
1995,MI,Industrial Cogen,Other,0,0,4
1995,MI,Industrial Cogen,Petroleum,607 928,18 166,1 996
1995,MI,Industrial Non-Cogen,All Sources,201 778,5 885,2 936
1995,MI,Industrial Non-Cogen,Coal,151 061,5 882,1 715
1995,MI,Industrial Non-Cogen,Natural Gas,50 717,2,1 220
1995,MI,Industrial Non-Cogen,Other Gases,0,0,1
1995,MI,IPP NAICS-22 Cogen,All Sources,5 177 363,4 425,14 749
1995,MI,IPP NAICS-22 Cogen,Coal,545 962,4 391,1 280
1995,MI,IPP NAICS-22 Cogen,Natural Gas,4 629 805,26,13 408
1995,MI,IPP NAICS-22 Cogen,Other Gases,492,0,0
1995,MI,IPP NAICS-22 Cogen,Wood and Wood Derived Fuels,0,6,55
1995,MI,IPP NAICS-22 Cogen,Petroleum,1 104,2,6
1995,MI,IPP NAICS-22 Non-Cogen,All Sources,100 912,478,5 584
1995,MI,IPP NAICS-22 Non-Cogen,Natural Gas,5 012,0,13
